,Food code,Main food description,WWEIA Category description,Ingredient description
17509,58128250,Dressing with meat and vegetables,Turnovers and other grain-based items,Sausage  Italian  pork  mild  cooked  pan-fried
17510,58128250,Dressing with meat and vegetables,Turnovers and other grain-based items,Spices  thyme  dried
17511,58128250,Dressing with meat and vegetables,Turnovers and other grain-based items,Salt  table  iodized
17512,58128250,Dressing with meat and vegetables,Turnovers and other grain-based items,Fat  chicken
17568,58130320,"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",Pasta  cooked  enriched  without added salt
17569,58130320,"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
17570,58130320,"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",Onions  cooked  boiled  drained  without salt
17571,58130320,"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",Garlic  raw
17572,58130320,"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",Sauce  pasta  spaghetti/marinara  ready-to-serve
17573,58130320,"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",Cheese  parmesan  grated
17574,58130320,"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",Cheese  mozzarella  low moisture  part-skim
17575,58130320,"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",Cheese  ricotta  whole milk
17576,58130320,"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",Spices  pepper  black
17577,58130320,"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
17578,58130320,"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",Egg  whole  raw  fresh
17579,58130320,"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",Spinach  cooked  as ingredient
17580,58130320,"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",Peppers  sweet  green  cooked  boiled  drained  without salt
17581,58130320,"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",Summer squash  cooked  as ingredient
17582,58130320,"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",Mushrooms  white  cooked  boiled  drained  without salt
17751,58133140,"Manicotti, vegetable- and cheese-filled, with tomato sauce, meatless","Pasta mixed dishes, excludes macaroni and cheese",Cheese  parmesan  grated
17752,58133140,"Manicotti, vegetable- and cheese-filled, with tomato sauce, meatless","Pasta mixed dishes, excludes macaroni and cheese",Cheese  ricotta  whole milk
17753,58133140,"Manicotti, vegetable- and cheese-filled, with tomato sauce, meatless","Pasta mixed dishes, excludes macaroni and cheese",Spinach  cooked  as ingredient
17754,58133140,"Manicotti, vegetable- and cheese-filled, with tomato sauce, meatless","Pasta mixed dishes, excludes macaroni and cheese",Egg  whole  raw  fresh
17755,58133140,"Manicotti, vegetable- and cheese-filled, with tomato sauce, meatless","Pasta mixed dishes, excludes macaroni and cheese",White sauce or gravy
17756,58133140,"Manicotti, vegetable- and cheese-filled, with tomato sauce, meatless","Pasta mixed dishes, excludes macaroni and cheese",Wheat flour  white  all-purpose  enriched  bleached
17757,58133140,"Manicotti, vegetable- and cheese-filled, with tomato sauce, meatless","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
17758,58133140,"Manicotti, vegetable- and cheese-filled, with tomato sauce, meatless","Pasta mixed dishes, excludes macaroni and cheese",Beverages  water  tap  municipal
17759,58133140,"Manicotti, vegetable- and cheese-filled, with tomato sauce, meatless","Pasta mixed dishes, excludes macaroni and cheese",Onions  cooked  as ingredient
17760,58133140,"Manicotti, vegetable- and cheese-filled, with tomato sauce, meatless","Pasta mixed dishes, excludes macaroni and cheese",Tomato products  canned  sauce
17761,58133140,"Manicotti, vegetable- and cheese-filled, with tomato sauce, meatless","Pasta mixed dishes, excludes macaroni and cheese",Beverages  water  tap  municipal
17762,58133140,"Manicotti, vegetable- and cheese-filled, with tomato sauce, meatless","Pasta mixed dishes, excludes macaroni and cheese",Spices  basil  dried
17763,58133140,"Manicotti, vegetable- and cheese-filled, with tomato sauce, meatless","Pasta mixed dishes, excludes macaroni and cheese",Sugars  granulated
17933,58135110,Chow fun noodles with meat and vegetables,Fried rice and lo/chow mein,Restaurant  Chinese  vegetable chow mein  without meat or noodles
17934,58135110,Chow fun noodles with meat and vegetables,Fried rice and lo/chow mein,Rice noodles  cooked
17935,58135110,Chow fun noodles with meat and vegetables,Fried rice and lo/chow mein,Pork  fresh  loin  whole  separable lean only  cooked  roasted
17936,58135120,"Chow fun noodles with vegetables, meatless",Fried rice and lo/chow mein,Restaurant  Chinese  vegetable chow mein  without meat or noodles
17937,58135120,"Chow fun noodles with vegetables, meatless",Fried rice and lo/chow mein,Rice noodles  cooked
18096,58146160,"Pasta with vegetables, no sauce or dressing","Pasta mixed dishes, excludes macaroni and cheese",Pasta  cooked  enriched  without added salt
18097,58146160,"Pasta with vegetables, no sauce or dressing","Pasta mixed dishes, excludes macaroni and cheese",Vegetables  mixed  frozen  cooked  boiled  drained  without salt
18098,58146160,"Pasta with vegetables, no sauce or dressing","Pasta mixed dishes, excludes macaroni and cheese",Broccoli  cooked  as ingredient
18099,58146160,"Pasta with vegetables, no sauce or dressing","Pasta mixed dishes, excludes macaroni and cheese",Carrots  cooked  boiled  drained  without salt
18100,58146160,"Pasta with vegetables, no sauce or dressing","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18101,58146160,"Pasta with vegetables, no sauce or dressing","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18116,58146301,"Pasta with tomato-based sauce, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Pasta  cooked  enriched  without added salt
18117,58146301,"Pasta with tomato-based sauce, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Spaghetti sauce with added vegetables
18118,58146301,"Pasta with tomato-based sauce, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18119,58146301,"Pasta with tomato-based sauce, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18120,58146302,"Pasta with tomato-based sauce, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Pasta  cooked  enriched  without added salt
18121,58146302,"Pasta with tomato-based sauce, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Spaghetti sauce with added vegetables
18122,58146303,"Pasta with tomato-based sauce, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Pasta  cooked  enriched  without added salt
18123,58146303,"Pasta with tomato-based sauce, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Spaghetti sauce with added vegetables
18124,58146303,"Pasta with tomato-based sauce, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18125,58146303,"Pasta with tomato-based sauce, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18140,58146331,"Pasta with tomato-based sauce, meat, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Pasta  cooked  enriched  without added salt
18141,58146331,"Pasta with tomato-based sauce, meat, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Spaghetti sauce with meat and added vegetables
18142,58146331,"Pasta with tomato-based sauce, meat, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18143,58146331,"Pasta with tomato-based sauce, meat, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18144,58146332,"Pasta with tomato-based sauce, meat, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Pasta  cooked  enriched  without added salt
18145,58146332,"Pasta with tomato-based sauce, meat, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Spaghetti sauce with meat and added vegetables
18146,58146333,"Pasta with tomato-based sauce, meat, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Pasta  cooked  enriched  without added salt
18147,58146333,"Pasta with tomato-based sauce, meat, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Spaghetti sauce with meat and added vegetables
18148,58146333,"Pasta with tomato-based sauce, meat, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18149,58146333,"Pasta with tomato-based sauce, meat, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18160,58146351,"Pasta with tomato-based sauce, poultry, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Pasta  cooked  enriched  without added salt
18161,58146351,"Pasta with tomato-based sauce, poultry, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Spaghetti sauce with poultry and added vegetables
18162,58146351,"Pasta with tomato-based sauce, poultry, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18163,58146351,"Pasta with tomato-based sauce, poultry, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18164,58146352,"Pasta with tomato-based sauce, poultry, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Pasta  cooked  enriched  without added salt
18165,58146352,"Pasta with tomato-based sauce, poultry, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Spaghetti sauce with poultry and added vegetables
18166,58146353,"Pasta with tomato-based sauce, poultry, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Pasta  cooked  enriched  without added salt
18167,58146353,"Pasta with tomato-based sauce, poultry, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Spaghetti sauce with poultry and added vegetables
18168,58146353,"Pasta with tomato-based sauce, poultry, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18169,58146353,"Pasta with tomato-based sauce, poultry, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18180,58146371,"Pasta with tomato-based sauce, seafood, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Pasta  cooked  enriched  without added salt
18181,58146371,"Pasta with tomato-based sauce, seafood, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Spaghetti sauce with seafood and added vegetables
18182,58146371,"Pasta with tomato-based sauce, seafood, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18183,58146371,"Pasta with tomato-based sauce, seafood, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18184,58146372,"Pasta with tomato-based sauce, seafood, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Pasta  cooked  enriched  without added salt
18185,58146372,"Pasta with tomato-based sauce, seafood, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Spaghetti sauce with seafood and added vegetables
18186,58146373,"Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Pasta  cooked  enriched  without added salt
18187,58146373,"Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Spaghetti sauce with seafood and added vegetables
18188,58146373,"Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18189,58146373,"Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18200,58146391,"Pasta with cream sauce and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Pasta  cooked  enriched  without added salt
18201,58146391,"Pasta with cream sauce and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Alfredo sauce with added vegetables
18202,58146391,"Pasta with cream sauce and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18203,58146391,"Pasta with cream sauce and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18204,58146392,"Pasta with cream sauce and added vegetables, from home recipe","Pasta mixed dishes, excludes macaroni and cheese",Pasta  cooked  enriched  without added salt
18205,58146392,"Pasta with cream sauce and added vegetables, from home recipe","Pasta mixed dishes, excludes macaroni and cheese",Alfredo sauce with added vegetables
18206,58146393,"Pasta with cream sauce and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Pasta  cooked  enriched  without added salt
18207,58146393,"Pasta with cream sauce and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Alfredo sauce with added vegetables
18208,58146393,"Pasta with cream sauce and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18209,58146393,"Pasta with cream sauce and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18220,58146411,"Pasta with cream sauce, meat, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Pasta  cooked  enriched  without added salt
18221,58146411,"Pasta with cream sauce, meat, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Alfredo sauce with meat and added vegetables
18222,58146411,"Pasta with cream sauce, meat, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18223,58146411,"Pasta with cream sauce, meat, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18224,58146412,"Pasta with cream sauce, meat, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Pasta  cooked  enriched  without added salt
18225,58146412,"Pasta with cream sauce, meat, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Alfredo sauce with meat and added vegetables
18226,58146413,"Pasta with cream sauce, meat, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Pasta  cooked  enriched  without added salt
18227,58146413,"Pasta with cream sauce, meat, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Alfredo sauce with meat and added vegetables
18228,58146413,"Pasta with cream sauce, meat, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18229,58146413,"Pasta with cream sauce, meat, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18240,58146431,"Pasta with cream sauce, poultry, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Pasta  cooked  enriched  without added salt
18241,58146431,"Pasta with cream sauce, poultry, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Alfredo sauce with poultry and added vegetables
18242,58146431,"Pasta with cream sauce, poultry, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18243,58146431,"Pasta with cream sauce, poultry, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18244,58146432,"Pasta with cream sauce, poultry, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Pasta  cooked  enriched  without added salt
18245,58146432,"Pasta with cream sauce, poultry, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Alfredo sauce with poultry and added vegetables
18246,58146433,"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Pasta  cooked  enriched  without added salt
18247,58146433,"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Alfredo sauce with poultry and added vegetables
18248,58146433,"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18249,58146433,"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18260,58146451,"Pasta with cream sauce, seafood, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Pasta  cooked  enriched  without added salt
18261,58146451,"Pasta with cream sauce, seafood, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Alfredo sauce with seafood and added vegetables
18262,58146451,"Pasta with cream sauce, seafood, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18263,58146451,"Pasta with cream sauce, seafood, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18264,58146452,"Pasta with cream sauce, seafood, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Pasta  cooked  enriched  without added salt
18265,58146452,"Pasta with cream sauce, seafood, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Alfredo sauce with seafood and added vegetables
18266,58146453,"Pasta with cream sauce, seafood, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Pasta  cooked  enriched  without added salt
18267,58146453,"Pasta with cream sauce, seafood, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Alfredo sauce with seafood and added vegetables
18268,58146453,"Pasta with cream sauce, seafood, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18269,58146453,"Pasta with cream sauce, seafood, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18280,58146611,"Pasta, whole grain, with tomato-based sauce and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program)
18281,58146611,"Pasta, whole grain, with tomato-based sauce and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Spaghetti sauce with added vegetables
18282,58146611,"Pasta, whole grain, with tomato-based sauce and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18283,58146611,"Pasta, whole grain, with tomato-based sauce and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18284,58146612,"Pasta, whole grain, with tomato-based sauce and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program)
18285,58146612,"Pasta, whole grain, with tomato-based sauce and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Spaghetti sauce with added vegetables
18286,58146613,"Pasta, whole grain, with tomato-based sauce and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program)
18287,58146613,"Pasta, whole grain, with tomato-based sauce and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Spaghetti sauce with added vegetables
18288,58146613,"Pasta, whole grain, with tomato-based sauce and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18289,58146613,"Pasta, whole grain, with tomato-based sauce and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18300,58146631,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program)
18301,58146631,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Spaghetti sauce with meat and added vegetables
18302,58146631,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18303,58146631,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18304,58146632,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program)
18305,58146632,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Spaghetti sauce with meat and added vegetables
18306,58146633,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program)
18307,58146633,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Spaghetti sauce with meat and added vegetables
18308,58146633,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18309,58146633,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18320,58146651,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program)
18321,58146651,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Spaghetti sauce with poultry and added vegetables
18322,58146651,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18323,58146651,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18324,58146652,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program)
18325,58146652,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Spaghetti sauce with poultry and added vegetables
18326,58146653,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program)
18327,58146653,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Spaghetti sauce with poultry and added vegetables
18328,58146653,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18329,58146653,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18340,58146671,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program)
18341,58146671,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Spaghetti sauce with seafood and added vegetables
18342,58146671,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18343,58146671,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18344,58146672,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program)
18345,58146672,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Spaghetti sauce with seafood and added vegetables
18346,58146673,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program)
18347,58146673,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Spaghetti sauce with seafood and added vegetables
18348,58146673,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18349,58146673,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18360,58146691,"Pasta, whole grain, with cream sauce, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program)
18361,58146691,"Pasta, whole grain, with cream sauce, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Alfredo sauce with added vegetables
18362,58146691,"Pasta, whole grain, with cream sauce, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18363,58146691,"Pasta, whole grain, with cream sauce, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18364,58146692,"Pasta, whole grain, with cream sauce, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program)
18365,58146692,"Pasta, whole grain, with cream sauce, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Alfredo sauce with added vegetables
18366,58146693,"Pasta, whole grain, with cream sauce, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program)
18367,58146693,"Pasta, whole grain, with cream sauce, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Alfredo sauce with added vegetables
18368,58146693,"Pasta, whole grain, with cream sauce, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18369,58146693,"Pasta, whole grain, with cream sauce, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18380,58146711,"Pasta, whole grain, with cream sauce, meat, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program)
18381,58146711,"Pasta, whole grain, with cream sauce, meat, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Alfredo sauce with meat and added vegetables
18382,58146711,"Pasta, whole grain, with cream sauce, meat, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18383,58146711,"Pasta, whole grain, with cream sauce, meat, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18384,58146712,"Pasta, whole grain, with cream sauce, meat, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program)
18385,58146712,"Pasta, whole grain, with cream sauce, meat, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Alfredo sauce with meat and added vegetables
18386,58146713,"Pasta, whole grain, with cream sauce, meat, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program)
18387,58146713,"Pasta, whole grain, with cream sauce, meat, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Alfredo sauce with meat and added vegetables
18388,58146713,"Pasta, whole grain, with cream sauce, meat, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18389,58146713,"Pasta, whole grain, with cream sauce, meat, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
