,Spoonacular Recipe ID,Recipe,Recipe Sodium,Recipe Sugar
8104,1155776,Easy Homemade Chocolate Truffles,33mg,23g
8105,1499853,Cake Mix Donuts,61mg,24g
8106,1697577,Spanish Sardines Pasta,82mg,3g
8107,1697593,Buffalo Chicken Thighs,73mg,0g
8108,1697617,Red-Wine Braised Short Ribs in a Dutch Oven,31mg,3g
8109,1697821,Mushroom Jerky,71mg,1g
8110,149199,"Easy, All-Natural Protein Bars",2mg,19g
8111,631745,Gluten Free Butternut Squash Pistachio Bars,29mg,6g
8112,631750,Flank Steak with Mushroom Sauce,88mg,2g
8113,631880,5-Minute Blueberry Chia Jam,3mg,10g
8114,631913,A Refreshing Drink To Welcome You All,15mg,3g
8115,632100,Almond Butter Cookies,44mg,3g
8116,632194,Almond Tea Cookies,50mg,4g
8117,632522,Apple Crumble,16mg,1g
8118,633123,Avocado and Crawfish Appetizers,82mg,1g
8119,634202,Banana Walnut Cake,58mg,17g
8120,634435,Basil Pesto,58mg,0g
8121,635215,Blackberry Honey Cocktail,3mg,20g
8122,635243,Blackberry Smash Pink Lemonade Pops,4mg,15g
8123,635297,Bleu Cheese Stuffed Wine Cherries With Honeycomb,15mg,7g
8124,636107,Brigadeiros,25mg,18g
8125,636292,Brown Rice Mushroom Pilaf,59mg,2g
8126,636675,Cacao-Pecan Shortbread Cookies,94mg,4g
8127,636769,Mini Ham Omelets,94mg,5g
8128,636835,Canadian apple butter,3mg,1g
8129,637272,Castagnaccio,31mg,13g
8130,637790,Cherry Upside-Down Cake (Extremely Easy to Make!),46mg,21g
8131,638784,Choco Coco Loco Empanada Dessert,31mg,9g
8132,639062,Chocolate Infused Churros,53mg,5g
8133,639152,"CHOCOLATE PEANUT BUTTER, FROZEN BANANA DIPS",46mg,12g
8134,639715,Coconut Almond Macaroons,5mg,7g
8135,639954,Colorful Wild Rice Salad,21mg,13g
8136,640351,"Cranberry ""Cupcakes",39mg,18g
8137,640366,Cranberry Crumb Bars,95mg,6g
8138,640461,Crawfish Cake Sliders,87mg,3g
8139,640624,Creamy Choco-Pumpkin Bars,87mg,12g
8140,640693,Creamy Ratatouille Over Penne,41mg,9g
8141,641411,Delicious RAW Macadamia Zucchini GREEN Smoothie,49mg,5g
8142,643775,Indian-Style Pumpkin Side Dish,3mg,4g
8143,643902,Frozen Fruit Dessert,3mg,18g
8144,644895,Gluten-Free Peanut Butter Kiss Cookies,36mg,3g
8145,645175,Granola,5mg,19g
8146,645572,Griet's vegetable soup,98mg,7g
8147,645708,Grilled Figs With Brie and Prosciutto,60mg,16g
8148,646524,Healthy Vegan Red Velvet Brownies,74mg,22g
8149,646873,Home Made Ghirardelli Chocolate Peanut Butter Cups,43mg,10g
8150,647266,Honey Panna Cotta With Blueberries and Graham Crackers,84mg,21g
8151,647277,Honey Roasted Root Vegetables,18mg,5g
8152,647928,Insanely Chocolaty Chewable Sandwich Cookies,69mg,11g
8153,648729,Kale With Red Onion,7mg,0g
8154,648742,Kappa Maki,9mg,1g
8155,649514,Lemon Bars,60mg,8g
8156,649751,Lemon Powder Cookies,14mg,4g
8157,649755,Lemon Quick Bread,88mg,23g
8158,649808,Lemon Thumbprint Cookies,59mg,6g
8159,650581,Macha Macarons,22mg,21g
8160,650718,Mandarin and Ruby Red Grapefruit Tiramisu,74mg,21g
8161,650855,Mangoes with Rum and Ice Cream,14mg,24g
8162,651389,Medenjaci - Croatian Honey Spice Cookies,73mg,9g
8163,651989,Mini-Strawberry Cheesecakes,74mg,5g
8164,652111,Mixed Berry Yogurt with Almonds,75mg,20g
8165,652608,Mushroom & Chestnut Soup,67mg,1g
8166,653005,Neiman Marcus Oatmeal Chocolate Chip Cookies,78mg,12g
8167,653882,Orange Grapefruit Spritzer,14mg,4g
8168,653910,Orange Marmalade Muffins,36mg,19g
8169,654124,Osmanthus Tea Mousse,96mg,14g
8170,655392,Pear and Apple Crumble,3mg,20g
8171,657448,Purim Poppy Seed Hamentaschen,34mg,7g
8172,657686,Quinoa Tabbouleh Salad,8mg,1g
8173,657768,Raisin Scones,11mg,6g
8174,658624,Roasted Plum Oatmeal,59mg,16g
8175,658778,"Rose Petal, Milk and Honey Agar Agar",27mg,19g
8176,660237,Skye Gyngell's Anchovy and Walnut Sauce,10mg,0g
8177,660837,Spaghetti With Smoked Salmon and Prawns,20mg,0g
8178,660959,Spiced Lassi,87mg,4g
8179,661199,Spicy Slow Cooker Pork Carnitas,49mg,4g
8180,661638,Sticky Pecan Bites,47mg,6g
8181,661640,Stilton Balsamic Pizza,97mg,1g
8182,661760,Strawberry Bites,97mg,4g
8183,661834,Strawberry Mango Green Tea Limeade,14mg,16g
8184,661880,Strawberry Sauce Tartlets,24mg,7g
8185,662150,Sugar Crinkles,30mg,3g
8186,662231,"Summer Kale, Orange & Pomegranate Salad with Moscato Dressing",25mg,7g
8187,662266,Summer-Berry Salad With Hand Picked Fresh Mint,74mg,2g
8188,663751,Traditional Baked Mooncake,91mg,16g
8189,663883,Tru Chocolate Martini,4mg,21g
8190,664489,Vegan Strawberry Cupcakes,75mg,11g
8191,664650,Vegetarian Chinese Pot Stickers,91mg,0g
8192,664792,Venison with Saskatoon Berry Sauce,53mg,4g
8193,664825,Viennese Biscuit,49mg,1g
8194,665247,White Veal Stock (Fond Blanc De Veau),38mg,4g
8195,665824,Heart Poppers,13mg,3g
8196,715543,Homemade Guacamole,8mg,2g
8197,1063645,The Secret to Easy Skillet Filet Mignon Steak Tacos,97mg,0g
8198,1082038,Big Batch Smoothie Bowl,15mg,24g
8199,1165029,Instant Pot Curried Lentil Soup,79mg,8g
8200,1697541,Pasta With Feta Cheese And Asparagus,8mg,0g
8201,1697545,Fudgy Nutella Brownies with Salted Caramel Sauce,52mg,0g
8202,1697547,Homemade Spinach Ricotta Ravioli with Sage Butter Sauce,7mg,0g
8203,1697589,Hummingbird Carrot Cake,33mg,9g
8204,1697625,Light and Tasty Tomato Basil Mozzarella Pasta for a Hot Summer Evening,7mg,2g
8205,59431,Berry Trifle,57mg,6g
8206,149199,"Easy, All-Natural Protein Bars",2mg,19g
8207,157103,Apple Cinnamon Blondies,76mg,11g
8208,157110,Raw Vegan Chocolate Nut Bars,7mg,10g
8209,769754,Beef Carrot Stew,16mg,4g
8210,631741,Divine Christmas Candy Cane Cookies,2mg,4g
8211,631750,Flank Steak with Mushroom Sauce,88mg,2g
8212,632176,Almond Ricotta Cake,67mg,17g
8213,632683,Apricot-Almond (Frangipane) Tart,83mg,19g
8214,633039,Aunt Ivy’s Raw Macadamia and Goji Berry Cookies,3mg,12g
8215,633078,Authentic Italian Biscotti,42mg,4g
8216,633082,Authentic Mexican Wedding Cookies,34mg,5g
8217,633548,Baked Cinnamon Apple Wedges,3mg,23g
8218,633851,Baked Tofu Cheesecake,97mg,13g
8219,633942,Balsamic Roasted Vegetables,75mg,9g
8220,634070,Banana Creme Brulee,25mg,16g
8221,634141,Banana Oatmeal Breakfast Muffins,75mg,11g
8222,634425,Basil Coconut Ice Cream,59mg,17g
8223,635297,Bleu Cheese Stuffed Wine Cherries With Honeycomb,15mg,7g
8224,635741,Bourbon Street Beignets,22mg,8g
8225,636080,Breakfast Sticky Buns,34mg,16g
8226,636540,Buttermilk Buckle + Grape + Blueberry + Streusel,64mg,17g
8227,636958,Caprese Sticks,23mg,0g
8228,637187,Carrot Cake Snack Bites,10mg,5g
8229,637272,Castagnaccio,31mg,13g
8230,637482,Chavrie Stuffed Grape Leaves,6mg,3g
8231,638218,Chicken Orange Skewers,72mg,6g
8232,638496,Chickpea and Pumpkin Curry,26mg,10g
8233,638822,Chocolate Banana Biscotti,54mg,8g
8234,639234,Chocolate Wafers,27mg,3g
8235,639600,Classic Fruit Salad with Honey and Lemon,2mg,13g
8236,639728,Coconut Bliss Smoothie,15mg,17g
8237,639756,Coconut Custard Tarts With Dark Chocolate,67mg,8g
8238,639954,Colorful Wild Rice Salad,21mg,13g
8239,640338,Cracked Wheat Salad with Dates & Tahini Yogurt,63mg,20g
8240,640457,Crash Hot Potatoes,95mg,0g
8241,640508,Cream Cheese Stuffed Baby Bell Pepper Appetizer,36mg,1g
8242,640693,Creamy Ratatouille Over Penne,41mg,9g
8243,641308,Decadent Black Forest Cake,49mg,18g
8244,641603,Double Decadence Dark Chocolate Ice Cream,53mg,17g
8245,641880,Easy Cheese Danish,23mg,0g
8246,642559,Fallen Chocolate Cakes With Spanish Paprika,50mg,23g
8247,642678,Ferrero Raffaello Coconut Candy Balls,45mg,7g
8248,642878,Finger Lickin' Good Stewed Quince Dessert,14mg,8g
8249,643225,Foul Mudammas,61mg,1g
8250,643492,Fresh Fruit Soup,47mg,15g
8251,643612,Fresh Strawberry Rhubarb Compote Dessert,8mg,21g
8252,643885,Frosted Pumpkin Cookies,83mg,13g
8253,644393,Garlicky Mussels With Curry Cream,41mg,0g
8254,644842,Gluten Free Oatmeal Raisin Cookies,83mg,6g
8255,644914,Glutinous Rice Poppy Muffins,35mg,9g
8256,645621,Grilled Chicken & Corn Red Potato Salad,62mg,4g
8257,646486,Healthy Key Lime Pie Milkshake,78mg,7g
8258,647465,Hot Garlic and Oil Pasta,9mg,0g
8259,648439,Jamie's Guacamole,53mg,1g
8260,648452,Japalac Cocktail,1mg,1g
8261,648502,Japanese Steamed Sweetcorn Bun,5mg,8g
8262,648660,Just Another Tiramisu,22mg,3g
8263,648835,Key Lime Cocktail,37mg,1g
8264,649361,Layered Poppy Seed Pastries,99mg,9g
8265,649378,Lazy Chai Cinnamon Rolls,91mg,22g
8266,650718,Mandarin and Ruby Red Grapefruit Tiramisu,74mg,21g
8267,650855,Mangoes with Rum and Ice Cream,14mg,24g
8268,652434,Moroccan Orange and Almond Cake,95mg,15g
8269,653930,Orange Poppy Seed Drops,49mg,7g
8270,654512,Pandan Chiffon Cake,54mg,8g
8271,654534,Paneer Makhani,100mg,2g
8272,655178,Peach-Ginger Sorbet,2mg,23g
8273,656569,Polish Rugelach,43mg,10g
8274,657719,Radish & Snap Pea Quinoa Salad,78mg,6g
8275,659887,Shortbread Lemon Cookies,37mg,4g
8276,660475,Snow Pea Sesame Noodle Salad,90mg,7g
8277,660837,Spaghetti With Smoked Salmon and Prawns,20mg,0g
8278,661833,Strawberry Mango Crumble,14mg,24g
8279,662038,Stuffed Lemons in the Oven,53mg,2g
8280,663849,Tropical Citrus Granita,55mg,10g
8281,663950,Tuna Stuffed Hard-Boiled Eggs,69mg,1g
8282,664169,Twice Cooked Ox Tongue,14mg,1g
8283,664308,Vanilla crème brûlée,27mg,7g
8284,664473,Vegan Peanut Butter Chocolate Fudge,18mg,11g
8285,664650,Vegetarian Chinese Pot Stickers,91mg,0g
8286,664792,Venison with Saskatoon Berry Sauce,53mg,4g
8287,665043,"Watermelon, Zucchini, Carrot Salad",50mg,10g
8288,665461,Xocai Chocolate S'mores,19mg,5g
8289,665537,Yoghurt Honey Madeleines,42mg,5g
8290,715411,Chocolate Mint Marble Bark with Almonds,7mg,22g
8291,982372,Clean Eating Blueberry Zucchini Pancakes,52mg,8g
8292,1697573,Gougères Gruyère – French Appetizer,2mg,0g
8293,1697577,Spanish Sardines Pasta,82mg,3g
8294,1697605,Chocolate Peanut Butter Cupcakes,25mg,1g
8295,1697625,Light and Tasty Tomato Basil Mozzarella Pasta for a Hot Summer Evening,7mg,2g
8296,1697653,Butter Baked Onion - Pure Hygge Food,1mg,0g
8297,1697667,Moules Marinière (Mussels with Garlic and Parsley),42mg,7g
8298,157103,Apple Cinnamon Blondies,76mg,11g
8299,716198,Tart Raspberry Sorbet with a Hint of Heat,28mg,6g
8300,621204,paneer butter masala,48mg,3g
8301,627979,sweet pongal recipe,42mg,13g
8302,631913,A Refreshing Drink To Welcome You All,15mg,3g
8303,632179,Almond Sandwich Cookies,6mg,4g
8304,632186,Almond Snowball Cookies,82mg,8g
8305,632570,Apple Pie Honey Wheat Scones,94mg,14g
8306,633078,Authentic Italian Biscotti,42mg,4g
8307,635170,Black-Eye Pea And Barley Salad,6mg,2g
8308,635446,Blueberry Cinnamon Porridge,33mg,10g
8309,635862,Braised Red Cabbage,82mg,15g
8310,636141,Broad Beans With Lemon & Thyme Vinaigrette,24mg,2g
8311,636363,Brussels Sprouts In Honey Butter With Chili Flakes,73mg,5g
8312,636540,Buttermilk Buckle + Grape + Blueberry + Streusel,64mg,17g
8313,636769,Mini Ham Omelets,94mg,5g
8314,636857,Candied Nuts,49mg,8g
8315,637633,Cheesy Artichoke Stuffed Mushrooms,46mg,0g
8316,637741,Cherry Coconut Delight,35mg,17g
8317,638288,Chicken Roll-Ups With Feta Cheese and Arugula,33mg,0g
8318,638800,Chocolate & Strawberry Thumbprint Cookies,58mg,16g
8319,638981,Chocolate Crinkle Cookies,7mg,16g
8320,639234,Chocolate Wafers,27mg,3g
8321,639615,Classic Martini,1mg,0g
8322,639618,Classic Mint Julep,17mg,15g
8323,639715,Coconut Almond Macaroons,5mg,7g
8324,639778,Coconut Israeli Couscous Studded With Pomegranate,37mg,11g
8325,640204,Country Pork Skillet With Potatoes and Mushrooms,81mg,1g
8326,640338,Cracked Wheat Salad with Dates & Tahini Yogurt,63mg,20g
8327,640377,Hibiscus Cranberry Sauce,6mg,18g
8328,640730,Creme Brulee,32mg,6g
8329,641093,Curried Pork Chops and Cauliflower With Basmati Rice,89mg,6g
8330,641374,Delectable Passover Magic Bars,49mg,15g
8331,642026,Easy Mojito,18mg,16g
8332,642303,Eggplant pizzette,70mg,7g
8333,643104,Florentine Cookies With Added Pistachios & Raisins,5mg,6g
8334,643117,Flour-Less Peanut Butter Cookies,99mg,7g
8335,643775,Indian-Style Pumpkin Side Dish,3mg,4g
8336,644669,Ginger-Baked Pears,3mg,16g
8337,645555,Green Tomato Salad,25mg,7g
8338,646411,Hazelnut Truffles,3mg,2g
8339,647555,Hotcakes,42mg,5g
8340,647928,Insanely Chocolaty Chewable Sandwich Cookies,69mg,11g
8341,648729,Kale With Red Onion,7mg,0g
8342,649748,Lemon Pudding Pie,97mg,23g
8343,650498,Lychee Smoothie,22mg,5g
8344,652433,Moroccan Lemon Shish Kebabs,66mg,0g
8345,652861,My Favourite Ricotta Sandwich,1mg,0g
8346,652966,Nasturtium Pesto,1mg,1g
8347,653127,No Bake Chocolate Peanut Butter Oatmeal Cookies,31mg,9g
8348,653455,Oatmeal Cranberry Cookies,21mg,3g
8349,654017,Oreo Bon Bons,60mg,10g
8350,654124,Osmanthus Tea Mousse,96mg,14g
8351,654516,Pandan Thumbprint Biscuits,31mg,16g
8352,654571,Panna Cotta with Raspberry and Orange Sauce,79mg,20g
8353,655356,Peanut Drops,2mg,3g
8354,655778,Persimmon Margarita,5mg,11g
8355,657719,Radish & Snap Pea Quinoa Salad,78mg,6g
8356,657965,Raw Banana Ice Cream Cups,6mg,5g
8357,658585,Roasted Fish Bruschetta,62mg,5g
8358,658619,Roasted Pears,3mg,22g
8359,660996,Spiced Tomato Gratin...My Way,50mg,7g
8360,661322,Spinach N Walnut Stuffed Mushrooms,87mg,4g
8361,661638,Sticky Pecan Bites,47mg,6g
8362,661676,Stir Fry Sliced Pork With Young Ginger and Spring Onion - Featured In Group,33mg,0g
8363,662218,Summer Fruit Sangria,12mg,22g
8364,662669,Swiss Chard Linguine,23mg,1g
8365,662786,Tahini Cookies,3mg,4g
8366,663348,The Ultimate Frozen Coconut ‘Ice Cream’ with Hard Shell Chocolate Sauce,38mg,19g
8367,663396,Thyme and Black Pepper Cheez-Its,38mg,0g
8368,663849,Tropical Citrus Granita,55mg,10g
8369,663950,Tuna Stuffed Hard-Boiled Eggs,69mg,1g
8370,664169,Twice Cooked Ox Tongue,14mg,1g
8371,664275,Valentines Day Crispy Treats,44mg,13g
8372,664452,Vegan Mango Chia seed Mango Coconut Ice Pops,7mg,24g
8373,664454,Vegan Mini Chocolate Pumpkin Pie,57mg,17g
8374,664680,Vegetarian Mushroom Shepherd's Pie,53mg,6g
8375,665285,Whole Wheat Focaccia Bread with Caramelized Onion,66mg,3g
8376,665301,Whole-wheat Flaxseed and Fennel Crackers,11mg,0g
8377,665483,Xocai Nugget Pudding,53mg,7g
8378,665719,Zucchini Buckwheat Pancakes,37mg,1g
8379,666225,Easy Mango Tart Recipe,37mg,20g
8380,715480,Cajun Style Sweet Potato Fries,4mg,4g
8381,782600,Quinoa Salad with Vegetables and Cashews,37mg,4g
8382,792072,Dressed Up Kale Salad,20mg,4g
8383,1095839,Pernik - Czech Spice Cake,91mg,19g
8384,1697397,Avocado chocolate truffles,68mg,3g
8385,1697533,Roasted Tomato and White Bean Stew,11mg,3g
8386,1697579,Rigatoni al Forno,9mg,1g
8387,1697637,Fresh Fruit Tart,3mg,1g
8388,1697707,Easy as Pie - Mini Apple Pear Pies for Fall,86mg,5g
8389,631741,Divine Christmas Candy Cane Cookies,2mg,4g
8390,631744,Flourless Lentil Chocolate Brownies,59mg,16g
8391,632148,Almond Lime Squares,71mg,1g
8392,632176,Almond Ricotta Cake,67mg,17g
8393,632286,Amaretto Chocolate Cookies,7mg,8g
8394,632493,Apple Cheddar Palmiers,80mg,2g
8395,632570,Apple Pie Honey Wheat Scones,94mg,14g
8396,632790,Arugula Walnut Pesto,56mg,1g
8397,633080,Authentic Kentucky Bourbon Balls,12mg,8g
8398,633126,Avocado and Orange Salad With Orange-Ginger Dressing,64mg,17g
8399,633751,Baked Pumpkin Chocolate Chip Pancakes,14mg,7g
8400,634004,Banana Bread Nice Cream,1mg,15g
8401,635041,Bittersweet chocolate pudding,98mg,21g
8402,635148,Black Quinoa Asian Slaw,32mg,9g
8403,635375,Blue Cornmeal Dried Blueberry and Pinon Nut Biscotti,90mg,18g
8404,635446,Blueberry Cinnamon Porridge,33mg,10g
8405,635541,Blueberry Streusel Cake With Lemon Icing,35mg,11g
8406,636300,Brown sugar & Spice Sugar cookie frogs,58mg,7g
8407,636331,Brownie Cupcakes,36mg,11g
8408,636874,Candy Cane Chocolate Marshmallows,6mg,8g
8409,637475,Chavrie Fresh Goat Cheese With Dried Cranberries and Walnuts,69mg,5g
8410,637482,Chavrie Stuffed Grape Leaves,6mg,3g
8411,638974,Chocolate Cream Cheese Muffins,81mg,17g
8412,639062,Chocolate Infused Churros,53mg,5g
8413,639756,Coconut Custard Tarts With Dark Chocolate,67mg,8g
8414,640204,Country Pork Skillet With Potatoes and Mushrooms,81mg,1g
8415,640453,Cranegranate Sauce,3mg,16g
8416,640457,Crash Hot Potatoes,95mg,0g
8417,642026,Easy Mojito,18mg,16g
8418,642678,Ferrero Raffaello Coconut Candy Balls,45mg,7g
8419,643119,Flourless Apple Macadamia Cookies,35mg,5g
8420,644718,Gingery spinach and potato patties,46mg,0g
8421,645419,Green Beans With Roasted Walnuts and Sweet Cranberries,97mg,5g
8422,645516,Green Side Salad With Sweet and Spicy Basil Vinaigrette,50mg,3g
8423,647043,Homemade Muesli Breakfast Cereal,34mg,20g
8424,647093,Homemade Reeses Peanut Butter Cups,43mg,16g
8425,647659,Hungarian Plum Dumplings,12mg,9g
8426,647928,Insanely Chocolaty Chewable Sandwich Cookies,69mg,11g
8427,648119,Italian Fig Cookies,43mg,3g
8428,648303,Itty Bitty Burgers,98mg,0g
8429,648729,Kale With Red Onion,7mg,0g
8430,649794,Lemon square bars,6mg,7g
8431,649795,Lemon Squares,90mg,7g
8432,650573,Macaroon Cookies,95mg,6g
8433,650751,Mango Avocado Ice Cream,17mg,11g
8434,650789,Mango Guacamole,6mg,5g
8435,651767,Meyer Lemon Scented Farro and Asparagus Salad,92mg,6g
8436,651930,Mini Bournvita Bundt Cakes,18mg,6g
8437,651942,Mini Chocolate Chip & Flax Banana Muffins,79mg,4g
8438,652608,Mushroom & Chestnut Soup,67mg,1g
8439,652857,My First Cake Pops,7mg,1g
8440,653149,No Cook Cranberry Orange Relish,1mg,23g
8441,653352,Nutella Brownies,47mg,17g
8442,653819,Orange Caprese Salad,74mg,10g
8443,653994,Orange-Fig Teacake with Caramel Glaze,89mg,17g
8444,654061,Organic Strawberry Cupcakes,66mg,17g
8445,654124,Osmanthus Tea Mousse,96mg,14g
8446,654571,Panna Cotta with Raspberry and Orange Sauce,79mg,20g
8447,654797,Pasta A La Lydia (Halloween Inspired),82mg,4g
8448,655019,Patriotic Strawberries,13mg,10g
8449,655313,Peanut Butter Granola,60mg,11g
8450,655706,Peppery Absorption-Cooked Red-Wine Capellini,89mg,13g
8451,656248,Pinot Noir Brownies,97mg,13g
8452,656569,Polish Rugelach,43mg,10g
8453,657719,Radish & Snap Pea Quinoa Salad,78mg,6g
8454,658674,"Roasted Sunchoke, Apple, and Onion Soup",98mg,8g
8455,658737,Roja Sangria,5mg,21g
8456,659563,Scarlet Poached Pears,18mg,23g
8457,659867,Sholeh Zard: Saffron Infused Rice Pudding,52mg,21g
8458,660475,Snow Pea Sesame Noodle Salad,90mg,7g
8459,661602,Sterling Cooper Blini with Caviar,76mg,1g
8460,661638,Sticky Pecan Bites,47mg,6g
8461,661789,Strawberry Cucumber Refresher,8mg,2g
8462,662632,Sweet Summer Salad,61mg,8g
8463,662669,Swiss Chard Linguine,23mg,1g
8464,663362,"Thick, Fudgy, One Bowl Brownies",23mg,1g
8465,663396,Thyme and Black Pepper Cheez-Its,38mg,0g
8466,663751,Traditional Baked Mooncake,91mg,16g
8467,664110,Turmeric Ginger Beer,10mg,19g
8468,664308,Vanilla crème brûlée,27mg,7g
8469,664489,Vegan Strawberry Cupcakes,75mg,11g
8470,664663,Vegetarian Jacket Potatoes,49mg,2g
8471,664912,Waldorf Salad With Fresh Goat Cheese,2mg,7g
8472,665285,Whole Wheat Focaccia Bread with Caramelized Onion,66mg,3g
8473,665470,Healthy Chocolate Mousse,32mg,23g
8474,665482,Xocai No Bake Cookies,38mg,19g
8475,665584,"You’ll Flip for These Skinny Frozen S’mores, No Campfire Needed",31mg,16g
8476,665824,Heart Poppers,13mg,3g
8477,716433,Easiest Breakfast Ever: Sunny Fruit Parfait,10mg,7g
8478,718600,Blackberry Granola Smoothie Bowl,26mg,10g
8479,1155776,Easy Homemade Chocolate Truffles,33mg,23g
8480,1165029,Instant Pot Curried Lentil Soup,79mg,8g
8481,1697397,Avocado chocolate truffles,68mg,3g
8482,1697613,Apple Cider Muffins with Cinnamon Streusel,28mg,1g
8483,157103,Apple Cinnamon Blondies,76mg,11g
8484,769754,Beef Carrot Stew,16mg,4g
8485,631769,"Bad Boy"" Giant Double Chocolate Cookies",70mg,13g
8486,631785,"Impossible"" Coconut Pie",78mg,15g
8487,631846,18th Century Syllabub,49mg,17g
8488,631878,5 Minute to Magnificent Cake,46mg,8g
8489,631913,A Refreshing Drink To Welcome You All,15mg,3g
8490,632246,Alouette Crumbled Goat Cheese Provencal Mini Tacos,14mg,0g
8491,632622,Apple- Pomegranate Crisp,56mg,25g
8492,633078,Authentic Italian Biscotti,42mg,4g
8493,633851,Baked Tofu Cheesecake,97mg,13g
8494,635248,Blackberry Walnut Cookies,24mg,9g
8495,635495,Blueberry Mojito Popsicles,15mg,8g
8496,635541,Blueberry Streusel Cake With Lemon Icing,35mg,11g
8497,635743,Bournvita Marshmallow Cookies,46mg,6g
8498,635895,Brandy Alexander Brownies,41mg,7g
8499,636022,Breadnut Cakes,37mg,3g
8500,637383,Chai Concentrate,22mg,25g
8501,637426,"Channa-Chickpea, Potato & Cauliflower Curry",35mg,2g
8502,637790,Cherry Upside-Down Cake (Extremely Easy to Make!),46mg,21g
8503,637822,Chewy Chocolate Chip Cookies,76mg,14g
8504,638784,Choco Coco Loco Empanada Dessert,31mg,9g
8505,639099,Chocolate Mousse in Chocolate Shell,99mg,21g
8506,639156,Chocolate Peanut Butter-Filled Cookies,92mg,12g
8507,639165,Chocolate Pistachio Energy Bites,8mg,17g
8508,639167,Chocolate Plums,2mg,6g
8509,639593,Classic Daiquiri Cocktail,10mg,11g
8510,639798,Coconut Peanut Macaroons,78mg,12g
8511,640337,Cracked Wheat Cereal,85mg,9g
8512,640377,Hibiscus Cranberry Sauce,6mg,18g
8513,640389,Cranberry Orange Banana Bread,73mg,9g
8514,640508,Cream Cheese Stuffed Baby Bell Pepper Appetizer,36mg,1g
8515,640941,Crunchy Brussels Sprouts Side Dish,65mg,5g
8516,641308,Decadent Black Forest Cake,49mg,18g
8517,641759,Dutch Baby,76mg,17g
8518,642303,Eggplant pizzette,70mg,7g
8519,642559,Fallen Chocolate Cakes With Spanish Paprika,50mg,23g
8520,643612,Fresh Strawberry Rhubarb Compote Dessert,8mg,21g
8521,643775,Indian-Style Pumpkin Side Dish,3mg,4g
8522,644624,Ginger Puffs,29mg,5g
8523,644895,Gluten-Free Peanut Butter Kiss Cookies,36mg,3g
8524,645092,Gougeres Appetizer,100mg,0g
8525,645516,Green Side Salad With Sweet and Spicy Basil Vinaigrette,50mg,3g
8526,646486,Healthy Key Lime Pie Milkshake,78mg,7g
8527,646873,Home Made Ghirardelli Chocolate Peanut Butter Cups,43mg,10g
8528,647086,Homemade Pumpkin Butter,6mg,16g
8529,647371,Hot and Sour Grilled Fish Fillets,6mg,0g
8530,647555,Hotcakes,42mg,5g
8531,647579,How to Make Ice Cream Without an Ice Cream Maker,43mg,8g
8532,648516,Jasmine Cocktail,1mg,1g
8533,648972,Kiwifruit & Lime Cupcakes,17mg,15g
