,Spoonacular Recipe ID,Recipe,Recipe Sodium,Recipe Sugar
7639,1697655,Homemade Cinnamon Rolls,7mg,0g
7640,1697795,Mom's Best Chocolate Chip Cookies,6mg,0g
7641,631841,15 Minute Healthy Dark Chocolate Truffles,51mg,7g
7642,632015,Agave Glazed Carrots,94mg,9g
7643,632176,Almond Ricotta Cake,67mg,17g
7644,632241,Alouette Crème De Brie Shrimp Cups,38mg,0g
7645,632577,Apple Pie Pancakes,14mg,11g
7646,633393,Baie Rose and Orange-Scented Red Berry NON COOK FREEZER Jam,4mg,16g
7647,633779,Baked Salmon With Lime,99mg,2g
7648,634141,Banana Oatmeal Breakfast Muffins,75mg,11g
7649,634425,Basil Coconut Ice Cream,59mg,17g
7650,635148,Black Quinoa Asian Slaw,32mg,9g
7651,636103,Brie With Cardamom-Scented Clementine Chutney,92mg,1g
7652,636857,Candied Nuts,49mg,8g
7653,637464,Charred Corn and Pepper Salsa,11mg,5g
7654,637761,Cherry ice cream,35mg,17g
7655,639152,"CHOCOLATE PEANUT BUTTER, FROZEN BANANA DIPS",46mg,12g
7656,639412,Cilantro Lime Jalapeno Corn,90mg,6g
7657,639593,Classic Daiquiri Cocktail,10mg,11g
7658,639615,Classic Martini,1mg,0g
7659,639637,Classic scones,29mg,12g
7660,639794,Coconut milk risotto (Arborio rice pudding),19mg,9g
7661,639798,Coconut Peanut Macaroons,78mg,12g
7662,639865,Coffee Cookies,3mg,3g
7663,640058,Corn and Cranberry Pancakies,27mg,4g
7664,640366,Cranberry Crumb Bars,95mg,6g
7665,640389,Cranberry Orange Banana Bread,73mg,9g
7666,640708,Creamy Squash Orzo,17mg,2g
7667,641093,Curried Pork Chops and Cauliflower With Basmati Rice,89mg,6g
7668,641374,Delectable Passover Magic Bars,49mg,15g
7669,641603,Double Decadence Dark Chocolate Ice Cream,53mg,17g
7670,641649,Dried Cranberry Chocolate Cookies,93mg,16g
7671,643104,Florentine Cookies With Added Pistachios & Raisins,5mg,6g
7672,643885,Frosted Pumpkin Cookies,83mg,13g
7673,644669,Ginger-Baked Pears,3mg,16g
7674,644885,Gluten Free Vegan Gnocchi,69mg,1g
7675,646486,Healthy Key Lime Pie Milkshake,78mg,7g
7676,646541,"Heart Healthy, Whole-Grain Brownies",65mg,18g
7677,647465,Hot Garlic and Oil Pasta,9mg,0g
7678,647928,Insanely Chocolaty Chewable Sandwich Cookies,69mg,11g
7679,648439,Jamie's Guacamole,53mg,1g
7680,648742,Kappa Maki,9mg,1g
7681,648835,Key Lime Cocktail,37mg,1g
7682,649378,Lazy Chai Cinnamon Rolls,91mg,22g
7683,649411,Lebanese Tabouleh,57mg,2g
7684,649567,Lemon Coconut Granola,7mg,12g
7685,649755,Lemon Quick Bread,88mg,23g
7686,649908,Lentil Apricot Soup With Roasted Kale,80mg,5g
7687,650485,Luscious Orange Cardamom Smoothie,2mg,20g
7688,650718,Mandarin and Ruby Red Grapefruit Tiramisu,74mg,21g
7689,650789,Mango Guacamole,6mg,5g
7690,650871,Maple & Curry Acorn Squash,18mg,4g
7691,651930,Mini Bournvita Bundt Cakes,18mg,6g
7692,652460,Moscow Mule,18mg,21g
7693,652965,Nasi Pudina (Mint Rice),70mg,0g
7694,653455,Oatmeal Cranberry Cookies,21mg,3g
7695,653521,Oh Pear Cocktail,3mg,8g
7696,653930,Orange Poppy Seed Drops,49mg,7g
7697,654512,Pandan Chiffon Cake,54mg,8g
7698,655130,Peach Melba,15mg,2g
7699,655589,Penne with Goat Cheese and Basil,53mg,1g
7700,655786,Persimmons Pumpkin Orange Smoothie With Chia Seeds,32mg,17g
7701,656684,Poppy Seed Crazy Cake,71mg,12g
7702,657343,Pumpkin Pecan Streusel Muffins,52mg,13g
7703,658057,Red Currant Streusel Bars,83mg,13g
7704,658778,"Rose Petal, Milk and Honey Agar Agar",27mg,19g
7705,659670,Seared Salmon With Garlic Dill Sour Cream,93mg,0g
7706,660475,Snow Pea Sesame Noodle Salad,90mg,7g
7707,660932,Spiced Apple Cider,9mg,19g
7708,661638,Sticky Pecan Bites,47mg,6g
7709,661912,Strawberry Vanilla Bean Cheesecake Pudding Pops,62mg,12g
7710,662231,"Summer Kale, Orange & Pomegranate Salad with Moscato Dressing",25mg,7g
7711,662558,Sweet Potato Bars,62mg,6g
7712,662614,Sweet Pumpkin Beer Bread,11mg,14g
7713,663858,Tropical Ice Pops,29mg,14g
7714,664110,Turmeric Ginger Beer,10mg,19g
7715,664396,Vegan Beet Borscht,60mg,3g
7716,664489,Vegan Strawberry Cupcakes,75mg,11g
7717,665247,White Veal Stock (Fond Blanc De Veau),38mg,4g
7718,715480,Cajun Style Sweet Potato Fries,4mg,4g
7719,715543,Homemade Guacamole,8mg,2g
7720,715574,Homemade Strawberry Shake,79mg,18g
7721,911158,Healthy Blueberry Muffins,86mg,10g
7722,1157763,New Years Eve Countdown Cookies,63mg,6g
7723,1697543,Ground Pork Ramen,22mg,0g
7724,1697545,Fudgy Nutella Brownies with Salted Caramel Sauce,52mg,0g
7725,1697563,My Best Lemon Meringue Pie,8mg,1g
7726,1697577,Spanish Sardines Pasta,82mg,3g
7727,1697593,Buffalo Chicken Thighs,73mg,0g
7728,1697637,Fresh Fruit Tart,3mg,1g
7729,1697643,Best Homemade Cole Slaw,76mg,4g
7730,1697655,Homemade Cinnamon Rolls,7mg,0g
7731,1697657,Easy Fudge,0mg,0g
7732,1697817,Don't Leave Home Without It: Homemade Beef Jerky to Take on Your Next Hike,18mg,0g
7733,149199,"Easy, All-Natural Protein Bars",2mg,19g
7734,631846,18th Century Syllabub,49mg,17g
7735,631880,5-Minute Blueberry Chia Jam,3mg,10g
7736,632199,Almond Torte With Cream & Cherries,5mg,5g
7737,632280,Amaretto Almond Cookies,12mg,3g
7738,632363,Angel Food Cake With Lemon Icing,42mg,17g
7739,632522,Apple Crumble,16mg,1g
7740,632653,Apricot Chickpea Flour Cookies,26mg,2g
7741,632683,Apricot-Almond (Frangipane) Tart,83mg,19g
7742,633111,Aval Kadala Burfi,4mg,5g
7743,633950,Balsamic Vinaigrette Dressing,10mg,1g
7744,633998,Banana Blueberry Pancakes,44mg,9g
7745,634070,Banana Creme Brulee,25mg,16g
7746,634141,Banana Oatmeal Breakfast Muffins,75mg,11g
7747,634198,Banana Toffee-Chip Mini Muffins,90mg,6g
7748,634854,Berry Fruit Crumble,58mg,14g
7749,635867,Braised Ridged Gourd With Beancurd Skin,2mg,0g
7750,637426,"Channa-Chickpea, Potato & Cauliflower Curry",35mg,2g
7751,638190,Chicken Medallions And Fruit Salad,39mg,2g
7752,638496,Chickpea and Pumpkin Curry,26mg,10g
7753,639167,Chocolate Plums,2mg,6g
7754,639412,Cilantro Lime Jalapeno Corn,90mg,6g
7755,639614,Classic Margarita,6mg,3g
7756,639778,Coconut Israeli Couscous Studded With Pomegranate,37mg,11g
7757,639843,Cod Fillet In Lemon Grass Shallot Sauce,19mg,14g
7758,640058,Corn and Cranberry Pancakies,27mg,4g
7759,640351,"Cranberry ""Cupcakes",39mg,18g
7760,641411,Delicious RAW Macadamia Zucchini GREEN Smoothie,49mg,5g
7761,641755,Durian Panna Cotta,33mg,18g
7762,641759,Dutch Baby,76mg,17g
7763,643612,Fresh Strawberry Rhubarb Compote Dessert,8mg,21g
7764,644669,Ginger-Baked Pears,3mg,16g
7765,644823,Gluten Free Dairy Free Lemon Raspberry Bars,99mg,13g
7766,645419,Green Beans With Roasted Walnuts and Sweet Cranberries,97mg,5g
7767,646411,Hazelnut Truffles,3mg,2g
7768,646873,Home Made Ghirardelli Chocolate Peanut Butter Cups,43mg,10g
7769,647555,Hotcakes,42mg,5g
7770,648345,Jalapeño Corn Cakes With Avocado Salsa,53mg,1g
7771,648698,Kahlua Tiramisu,45mg,10g
7772,649133,"Kunna (A Delicious Chinioti Dish, Punjab, Pakistan)",3mg,2g
7773,649748,Lemon Pudding Pie,97mg,23g
7774,649808,Lemon Thumbprint Cookies,59mg,6g
7775,650499,Lychee Granita,1mg,18g
7776,651389,Medenjaci - Croatian Honey Spice Cookies,73mg,9g
7777,651837,Midnight Crackles Cookies,71mg,7g
7778,651942,Mini Chocolate Chip & Flax Banana Muffins,79mg,4g
7779,652345,Monogram Cookies,65mg,6g
7780,653352,Nutella Brownies,47mg,17g
7781,653819,Orange Caprese Salad,74mg,10g
7782,654008,"Orecchiette with Brown Butter, Broccoli, Pine Nuts, and Basil",89mg,5g
7783,654423,Pan Roasted New Potatoes With Fresh Herbs,80mg,2g
7784,654512,Pandan Chiffon Cake,54mg,8g
7785,654688,Parmesan Stuffed Mushrooms,54mg,1g
7786,655098,Peach Coconut Ice Cream,14mg,13g
7787,655313,Peanut Butter Granola,60mg,11g
7788,655477,Peas And Tarragon With Fresh Goat Cheese,3mg,3g
7789,657716,"Radicchio & Endive Salad with Pecans, Apple & Mandarin",60mg,10g
7790,657719,Radish & Snap Pea Quinoa Salad,78mg,6g
7791,658665,Roasted Strawberry Coconut Milk Ice Cream,13mg,4g
7792,658778,"Rose Petal, Milk and Honey Agar Agar",27mg,19g
7793,658975,SAFFRON INFUSED RICE PUDDING WITH SWEETENED WHOLE WHEAT PANCAKES,21mg,23g
7794,659621,Sea Salted Caramels,48mg,9g
7795,659867,Sholeh Zard: Saffron Infused Rice Pudding,52mg,21g
7796,660996,Spiced Tomato Gratin...My Way,50mg,7g
7797,661640,Stilton Balsamic Pizza,97mg,1g
7798,661645,Stinging Nettle Pesto,85mg,0g
7799,661676,Stir Fry Sliced Pork With Young Ginger and Spring Onion - Featured In Group,33mg,0g
7800,662231,"Summer Kale, Orange & Pomegranate Salad with Moscato Dressing",25mg,7g
7801,662614,Sweet Pumpkin Beer Bread,11mg,14g
7802,662786,Tahini Cookies,3mg,4g
7803,662871,Tapioca Pudding with Pineapple and Coconut,49mg,16g
7804,663362,"Thick, Fudgy, One Bowl Brownies",23mg,1g
7805,663853,Tropical Breakfast Quinoa,51mg,8g
7806,664280,Vanilla Bean Cherry Granola Bars,81mg,15g
7807,664396,Vegan Beet Borscht,60mg,3g
7808,664985,Wasabi Ice Cream (Wasabi Aisu),58mg,15g
7809,665043,"Watermelon, Zucchini, Carrot Salad",50mg,10g
7810,665185,White Chocolate Mocha Cookies,41mg,4g
7811,665527,Yellow Squash Noodles with Tomato Basil Sauce,85mg,11g
7812,673436,Chicken with Avocado Peach Salsa,9mg,14g
7813,715540,Summer Berry Salad,9mg,15g
7814,716433,Easiest Breakfast Ever: Sunny Fruit Parfait,10mg,7g
7815,1063645,The Secret to Easy Skillet Filet Mignon Steak Tacos,97mg,0g
7816,1095767,Vegan Sunflower Seed Pesto,6mg,0g
7817,1096274,Very Vanilla Egg-Free Ice Cream,36mg,14g
7818,1697563,My Best Lemon Meringue Pie,8mg,1g
7819,1697643,Best Homemade Cole Slaw,76mg,4g
7820,1697647,Loaded Macaroni Salad,50mg,1g
7821,1697649,Deliciously Simple Steamed Beet Salad,61mg,11g
7822,1697655,Homemade Cinnamon Rolls,7mg,0g
7823,1697781,Edible Brownie Batter,4mg,1g
7824,1697783,Tiramisu Overnight Oats,2mg,1g
7825,1697801,Scaloppine al Limone,51mg,0g
7826,1697821,Mushroom Jerky,71mg,1g
7827,632253,Alouette® Cranberry Brie,7mg,24g
7828,632280,Amaretto Almond Cookies,12mg,3g
7829,633080,Authentic Kentucky Bourbon Balls,12mg,8g
7830,633547,Baked Cinnamon Apple Slices,5mg,13g
7831,633942,Balsamic Roasted Vegetables,75mg,9g
7832,635148,Black Quinoa Asian Slaw,32mg,9g
7833,635248,Blackberry Walnut Cookies,24mg,9g
7834,635446,Blueberry Cinnamon Porridge,33mg,10g
7835,636300,Brown sugar & Spice Sugar cookie frogs,58mg,7g
7836,636315,Brown Sugar Sponge Cookie with Chocolate Covered Caramels,20mg,2g
7837,636331,Brownie Cupcakes,36mg,11g
7838,637473,Chavrie Caramelized Red Onion Tarts,48mg,3g
7839,637633,Cheesy Artichoke Stuffed Mushrooms,46mg,0g
7840,637761,Cherry ice cream,35mg,17g
7841,637824,Chewy Gingersnaps,73mg,10g
7842,638190,Chicken Medallions And Fruit Salad,39mg,2g
7843,638974,Chocolate Cream Cheese Muffins,81mg,17g
7844,638981,Chocolate Crinkle Cookies,7mg,16g
7845,639062,Chocolate Infused Churros,53mg,5g
7846,639287,Chocolate-Peppermint Thumbprint Cookies,47mg,19g
7847,639493,Cinnamon Toffee Praline Oatmeal Cookies,91mg,5g
7848,639600,Classic Fruit Salad with Honey and Lemon,2mg,13g
7849,639615,Classic Martini,1mg,0g
7850,639728,Coconut Bliss Smoothie,15mg,17g
7851,639843,Cod Fillet In Lemon Grass Shallot Sauce,19mg,14g
7852,639865,Coffee Cookies,3mg,3g
7853,640337,Cracked Wheat Cereal,85mg,9g
7854,640395,Cranberry Orange Biscotti,42mg,8g
7855,641270,Dark Chocolate Walnut Biscotti,51mg,7g
7856,641904,Easy Chicken Tandoori,43mg,10g
7857,643104,Florentine Cookies With Added Pistachios & Raisins,5mg,6g
7858,643119,Flourless Apple Macadamia Cookies,35mg,5g
7859,643225,Foul Mudammas,61mg,1g
7860,643422,"Fresh Quick ""Pickle"" Side Dish",3mg,1g
7861,643902,Frozen Fruit Dessert,3mg,18g
7862,644393,Garlicky Mussels With Curry Cream,41mg,0g
7863,644624,Ginger Puffs,29mg,5g
7864,644823,Gluten Free Dairy Free Lemon Raspberry Bars,99mg,13g
7865,644848,Gluten Free Pancakes,28mg,3g
7866,644895,Gluten-Free Peanut Butter Kiss Cookies,36mg,3g
7867,644898,Gluten-free Pumpkin Doughnut Holes (a.k.a. Mini Muffins),57mg,4g
7868,645621,Grilled Chicken & Corn Red Potato Salad,62mg,4g
7869,647261,Honey Nut Raspberry Baked Oatmeal,21mg,19g
7870,647579,How to Make Ice Cream Without an Ice Cream Maker,43mg,8g
7871,648303,Itty Bitty Burgers,98mg,0g
7872,648742,Kappa Maki,9mg,1g
7873,650581,Macha Macarons,22mg,21g
7874,651942,Mini Chocolate Chip & Flax Banana Muffins,79mg,4g
7875,652345,Monogram Cookies,65mg,6g
7876,652608,Mushroom & Chestnut Soup,67mg,1g
7877,652964,Nasi Minyak (Malaysian Festive Rice),68mg,5g
7878,653192,No-Bake Fudge Brandy Brownies,99mg,12g
7879,653455,Oatmeal Cranberry Cookies,21mg,3g
7880,653682,One Pot Veggie Quinoa,94mg,7g
7881,653810,Orange Banana Muffins With Pistachios,89mg,12g
7882,653882,Orange Grapefruit Spritzer,14mg,4g
7883,655212,Peanut Butter and Apple Oatmeal Breakfast Bars,61mg,17g
7884,655477,Peas And Tarragon With Fresh Goat Cheese,3mg,3g
7885,655778,Persimmon Margarita,5mg,11g
7886,656569,Polish Rugelach,43mg,10g
7887,657249,Pumpkin Banana Protein Oat Bars,67mg,7g
7888,657448,Purim Poppy Seed Hamentaschen,34mg,7g
7889,657716,"Radicchio & Endive Salad with Pecans, Apple & Mandarin",60mg,10g
7890,657768,Raisin Scones,11mg,6g
7891,658737,Roja Sangria,5mg,21g
7892,662038,Stuffed Lemons in the Oven,53mg,2g
7893,662303,Sunday Morning Doughnuts,71mg,24g
7894,662669,Swiss Chard Linguine,23mg,1g
7895,663222,The Best Lemon Bars in the World,31mg,23g
7896,663885,Truffle Linguine With Tomatoes and Pancetta,38mg,1g
7897,665000,Watercress Salad With Miso-Lime Dressing,87mg,4g
7898,665043,"Watermelon, Zucchini, Carrot Salad",50mg,10g
7899,665178,White chocolate cupcakes with pineapple,38mg,22g
7900,665330,Wild Blackberry Sorbet With Garden Mint & Lavender,5mg,18g
7901,665476,Xocai Healthy Dark Chocolate Brownies,63mg,6g
7902,700339,Cinnamon Vanilla Hot Chocolate,40mg,8g
7903,715393,Berry-licious Smoothie Bowl,92mg,22g
7904,715449,How to Make OREO Turkeys for Thanksgiving,61mg,9g
7905,716433,Easiest Breakfast Ever: Sunny Fruit Parfait,10mg,7g
7906,798956,Mango Banana Coconut Smoothie,11mg,12g
7907,1018582,Delicious Mango Pineapple Smoothie,48mg,21g
7908,1095765,Rhubarb & Blueberry Pink Lemonade,17mg,7g
7909,1096274,Very Vanilla Egg-Free Ice Cream,36mg,14g
7910,1157763,New Years Eve Countdown Cookies,63mg,6g
7911,1697397,Avocado chocolate truffles,68mg,3g
7912,1697533,Roasted Tomato and White Bean Stew,11mg,3g
7913,1697573,Gougères Gruyère – French Appetizer,2mg,0g
7914,1697581,Crème Brûlée,2mg,0g
7915,1697635,Grilled Vegetables,11mg,9g
7916,1697657,Easy Fudge,0mg,0g
7917,1697725,Barchiglia - A Pear-Almond Tart from the Old Country,20mg,2g
7918,1697781,Edible Brownie Batter,4mg,1g
7919,1697795,Mom's Best Chocolate Chip Cookies,6mg,0g
7920,1697817,Don't Leave Home Without It: Homemade Beef Jerky to Take on Your Next Hike,18mg,0g
7921,149199,"Easy, All-Natural Protein Bars",2mg,19g
7922,157497,Chocolate Tart with a Bourbon Glaze and Pumpkin Whipped Cream,19mg,18g
7923,621204,paneer butter masala,48mg,3g
7924,631878,5 Minute to Magnificent Cake,46mg,8g
7925,632015,Agave Glazed Carrots,94mg,9g
7926,632186,Almond Snowball Cookies,82mg,8g
7927,632286,Amaretto Chocolate Cookies,7mg,8g
7928,633039,Aunt Ivy’s Raw Macadamia and Goji Berry Cookies,3mg,12g
7929,633548,Baked Cinnamon Apple Wedges,3mg,23g
7930,634435,Basil Pesto,58mg,0g
7931,634854,Berry Fruit Crumble,58mg,14g
7932,635111,Black Forest Martini with Xocai Healthy Chocolate,51mg,7g
7933,635248,Blackberry Walnut Cookies,24mg,9g
7934,635375,Blue Cornmeal Dried Blueberry and Pinon Nut Biscotti,90mg,18g
7935,635741,Bourbon Street Beignets,22mg,8g
7936,635807,Braised Carrots,33mg,6g
7937,636022,Breadnut Cakes,37mg,3g
7938,636080,Breakfast Sticky Buns,34mg,16g
7939,636103,Brie With Cardamom-Scented Clementine Chutney,92mg,1g
7940,636675,Cacao-Pecan Shortbread Cookies,94mg,4g
7941,637181,Carrot Cake Muffin Cookies,65mg,2g
7942,637482,Chavrie Stuffed Grape Leaves,6mg,3g
7943,638218,Chicken Orange Skewers,72mg,6g
7944,638852,Chocolate Brownie With Orange,68mg,13g
7945,639615,Classic Martini,1mg,0g
7946,639715,Coconut Almond Macaroons,5mg,7g
7947,640337,Cracked Wheat Cereal,85mg,9g
7948,640405,Cranberry Pumpkin Spice Energy Bites,5mg,9g
7949,640461,Crawfish Cake Sliders,87mg,3g
7950,641411,Delicious RAW Macadamia Zucchini GREEN Smoothie,49mg,5g
7951,641755,Durian Panna Cotta,33mg,18g
7952,641880,Easy Cheese Danish,23mg,0g
7953,641978,Easy Granola,61mg,2g
7954,643104,Florentine Cookies With Added Pistachios & Raisins,5mg,6g
7955,643117,Flour-Less Peanut Butter Cookies,99mg,7g
7956,644758,Glazed Pearl Onions,1mg,2g
7957,644823,Gluten Free Dairy Free Lemon Raspberry Bars,99mg,13g
7958,646385,Hazelnut & Coconut Shortbread Sandwich Cookies,28mg,9g
7959,646524,Healthy Vegan Red Velvet Brownies,74mg,22g
7960,646543,Heart Shape Peanut Butter Coookies,38mg,2g
7961,647043,Homemade Muesli Breakfast Cereal,34mg,20g
7962,647277,Honey Roasted Root Vegetables,18mg,5g
7963,647675,Hushpuppies,43mg,10g
7964,647928,Insanely Chocolaty Chewable Sandwich Cookies,69mg,11g
7965,649133,"Kunna (A Delicious Chinioti Dish, Punjab, Pakistan)",3mg,2g
7966,649378,Lazy Chai Cinnamon Rolls,91mg,22g
7967,649748,Lemon Pudding Pie,97mg,23g
7968,649755,Lemon Quick Bread,88mg,23g
7969,650498,Lychee Smoothie,22mg,5g
7970,650581,Macha Macarons,22mg,21g
7971,650871,Maple & Curry Acorn Squash,18mg,4g
7972,651942,Mini Chocolate Chip & Flax Banana Muffins,79mg,4g
7973,651972,Mini Pumpkin Donuts,60mg,6g
7974,651975,Mini Spiced Apple Tarts with Chocolate,65mg,13g
7975,651984,Mini Tofu Chiffon Cake,19mg,7g
7976,653442,Oatmeal Brownie Bars,72mg,9g
7977,653824,Orange Cashew Salad,71mg,10g
7978,654124,Osmanthus Tea Mousse,96mg,14g
7979,654274,Overnight Steel Cut Oatmeal,38mg,2g
7980,654688,Parmesan Stuffed Mushrooms,54mg,1g
7981,655392,Pear and Apple Crumble,3mg,20g
7982,655706,Peppery Absorption-Cooked Red-Wine Capellini,89mg,13g
7983,658585,Roasted Fish Bruschetta,62mg,5g
7984,659867,Sholeh Zard: Saffron Infused Rice Pudding,52mg,21g
7985,661014,Spicy Banana Zucchini Balls,24mg,3g
7986,661645,Stinging Nettle Pesto,85mg,0g
7987,661789,Strawberry Cucumber Refresher,8mg,2g
7988,662558,Sweet Potato Bars,62mg,6g
7989,663314,The Perfect Butter Beans Stew,38mg,4g
7990,663544,Tomatillo Sauce (Salsa Verde),51mg,3g
7991,664110,Turmeric Ginger Beer,10mg,19g
7992,664280,Vanilla Bean Cherry Granola Bars,81mg,15g
7993,664340,Vanilla Yogurt Mousse With Strawberry Marshmallow,50mg,18g
7994,664468,Vegan Peach Cobbler Milkshake,79mg,23g
7995,664473,Vegan Peanut Butter Chocolate Fudge,18mg,11g
7996,664474,Vegan Pumpkin Pie Butter Cups,70mg,11g
7997,664575,Vegetable Paneer Skewers Or Paneer Tikka,19mg,3g
7998,664650,Vegetarian Chinese Pot Stickers,91mg,0g
7999,664699,Vegetarian Serbian Rice Pilaf,37mg,2g
8000,665185,White Chocolate Mocha Cookies,41mg,4g
8001,665301,Whole-wheat Flaxseed and Fennel Crackers,11mg,0g
8002,665306,Wholemeal Steam Bun,75mg,1g
8003,716433,Easiest Breakfast Ever: Sunny Fruit Parfait,10mg,7g
8004,1063645,The Secret to Easy Skillet Filet Mignon Steak Tacos,97mg,0g
8005,1095737,Pistachio Pesto Penne,15mg,2g
8006,1096312,Chocolate PB & J Cups,15mg,8g
8007,1697527,Old Fashioned Peanut Butter Fudge,0mg,0g
8008,1697539,Peach Mango Turnovers,85mg,6g
8009,1697593,Buffalo Chicken Thighs,73mg,0g
8010,1697617,Red-Wine Braised Short Ribs in a Dutch Oven,31mg,3g
8011,1697627,Berry Chantilly Cake,15mg,0g
8012,1697637,Fresh Fruit Tart,3mg,1g
8013,1697655,Homemade Cinnamon Rolls,7mg,0g
8014,1697669,The Best Banana Nut Bread,43mg,0g
8015,157498,Pumpkin Whipped Cream,12mg,4g
8016,769754,Beef Carrot Stew,16mg,4g
8017,716198,Tart Raspberry Sorbet with a Hint of Heat,28mg,6g
8018,602644,Whisky Seville Marmalade Souffle,34mg,13g
8019,631757,Savory Slow Roasted Tomatoes with Filet of Anchovy,63mg,3g
8020,631878,5 Minute to Magnificent Cake,46mg,8g
8021,632118,Almond Cranberry Cookies,41mg,1g
8022,632168,Almond Pistachio Cookied With Saffron Icing,26mg,7g
8023,632445,Apothic Granita and Vanilla Panna Cotta,73mg,19g
8024,632522,Apple Crumble,16mg,1g
8025,632622,Apple- Pomegranate Crisp,56mg,25g
8026,632683,Apricot-Almond (Frangipane) Tart,83mg,19g
8027,633101,Autumn Pumpkin Cake,5mg,7g
8028,633123,Avocado and Crawfish Appetizers,82mg,1g
8029,633779,Baked Salmon With Lime,99mg,2g
8030,634070,Banana Creme Brulee,25mg,16g
8031,634180,Banana Smoothie Boost,55mg,6g
8032,635495,Blueberry Mojito Popsicles,15mg,8g
8033,636080,Breakfast Sticky Buns,34mg,16g
8034,636103,Brie With Cardamom-Scented Clementine Chutney,92mg,1g
8035,636141,Broad Beans With Lemon & Thyme Vinaigrette,24mg,2g
8036,636292,Brown Rice Mushroom Pilaf,59mg,2g
8037,636328,Brownie Coffins,41mg,24g
8038,637482,Chavrie Stuffed Grape Leaves,6mg,3g
8039,637733,Cherry Chocolate Bread Pudding,34mg,12g
8040,638190,Chicken Medallions And Fruit Salad,39mg,2g
8041,638800,Chocolate & Strawberry Thumbprint Cookies,58mg,16g
8042,638883,Chocolate Carrot Cake Baked Doughnuts,99mg,24g
8043,639361,Christmas Fruit Cake,58mg,11g
8044,639833,Coconut Toffee Macaroons,61mg,16g
8045,640508,Cream Cheese Stuffed Baby Bell Pepper Appetizer,36mg,1g
8046,640693,Creamy Ratatouille Over Penne,41mg,9g
8047,640730,Creme Brulee,32mg,6g
8048,641308,Decadent Black Forest Cake,49mg,18g
8049,641755,Durian Panna Cotta,33mg,18g
8050,643117,Flour-Less Peanut Butter Cookies,99mg,7g
8051,644462,German Chocolate Drink with Xocai Healthy Chocolate,51mg,13g
8052,644791,Gluten Free & Flour-Less Bread with Collard Greens,78mg,1g
8053,644885,Gluten Free Vegan Gnocchi,69mg,1g
8054,644895,Gluten-Free Peanut Butter Kiss Cookies,36mg,3g
8055,645708,Grilled Figs With Brie and Prosciutto,60mg,16g
8056,646033,Guinness Beer Cupcakes,70mg,17g
8057,646543,Heart Shape Peanut Butter Coookies,38mg,2g
8058,647086,Homemade Pumpkin Butter,6mg,16g
8059,647261,Honey Nut Raspberry Baked Oatmeal,21mg,19g
8060,647465,Hot Garlic and Oil Pasta,9mg,0g
8061,648119,Italian Fig Cookies,43mg,3g
8062,648439,Jamie's Guacamole,53mg,1g
8063,648742,Kappa Maki,9mg,1g
8064,649133,"Kunna (A Delicious Chinioti Dish, Punjab, Pakistan)",3mg,2g
8065,649748,Lemon Pudding Pie,97mg,23g
8066,649795,Lemon Squares,90mg,7g
8067,650573,Macaroon Cookies,95mg,6g
8068,650601,Madeleines,64mg,8g
8069,650718,Mandarin and Ruby Red Grapefruit Tiramisu,74mg,21g
8070,650871,Maple & Curry Acorn Squash,18mg,4g
8071,651767,Meyer Lemon Scented Farro and Asparagus Salad,92mg,6g
8072,651958,Mini frittatas with quinoa,57mg,0g
8073,652965,Nasi Pudina (Mint Rice),70mg,0g
8074,653005,Neiman Marcus Oatmeal Chocolate Chip Cookies,78mg,12g
8075,653610,Old-Fashioned Oatmeal Raisin Pecan Cookies,78mg,9g
8076,653810,Orange Banana Muffins With Pistachios,89mg,12g
8077,654512,Pandan Chiffon Cake,54mg,8g
8078,655212,Peanut Butter and Apple Oatmeal Breakfast Bars,61mg,17g
8079,655313,Peanut Butter Granola,60mg,11g
8080,655477,Peas And Tarragon With Fresh Goat Cheese,3mg,3g
8081,655706,Peppery Absorption-Cooked Red-Wine Capellini,89mg,13g
8082,655712,"Peppery, Tangy Corn Salad",96mg,5g
8083,657875,Raspberry Jam Swirled Buns,72mg,8g
8084,658619,Roasted Pears,3mg,22g
8085,658624,Roasted Plum Oatmeal,59mg,16g
8086,658778,"Rose Petal, Milk and Honey Agar Agar",27mg,19g
8087,658870,Rum Raisin Cinnamon Buns,38mg,3g
8088,660475,Snow Pea Sesame Noodle Salad,90mg,7g
8089,661789,Strawberry Cucumber Refresher,8mg,2g
8090,662551,Sweet Potato and Celery Soup,44mg,2g
8091,663362,"Thick, Fudgy, One Bowl Brownies",23mg,1g
8092,663885,Truffle Linguine With Tomatoes and Pancetta,38mg,1g
8093,664327,Vanilla Panna Cotta with Chocolate Ganache,8mg,1g
8094,665040,"Watermelon, Kiwi, Apple and Frozen Banana Smoothie",3mg,13g
8095,665128,Whiskey Mushroom Cream Sauce,66mg,3g
8096,665285,Whole Wheat Focaccia Bread with Caramelized Onion,66mg,3g
8097,665527,Yellow Squash Noodles with Tomato Basil Sauce,85mg,11g
8098,665823,Melt Your Heart,47mg,11g
8099,665824,Heart Poppers,13mg,3g
8100,715411,Chocolate Mint Marble Bark with Almonds,7mg,22g
8101,718600,Blackberry Granola Smoothie Bowl,26mg,10g
8102,1095712,No-Bake Cookies with Coconut Oil,27mg,6g
8103,1095765,Rhubarb & Blueberry Pink Lemonade,17mg,7g
