"Food code","Main food description","WWEIA Category description","Recipe"
"58135110","Chow fun noodles with meat and vegetables","Fried rice and lo/chow mein","Restaurant  Chinese  vegetable chow mein  without meat or noodles, Rice noodles  cooked, Pork  fresh  loin  whole  separable lean only  cooked  roasted"
"58135120","Chow fun noodles with vegetables, meatless","Fried rice and lo/chow mein","Restaurant  Chinese  vegetable chow mein  without meat or noodles, Rice noodles  cooked"
"58146160","Pasta with vegetables, no sauce or dressing","Pasta mixed dishes, excludes macaroni and cheese","Pasta  cooked  enriched  without added salt, Vegetables  mixed  frozen  cooked  boiled  drained  without salt, Broccoli  cooked  as ingredient, Carrots  cooked  boiled  drained  without salt, Vegetable oil  NFS, Salt  table  iodized"
"58146301","Pasta with tomato-based sauce, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese","Pasta  cooked  enriched  without added salt, Spaghetti sauce with added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146302","Pasta with tomato-based sauce, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese","Pasta  cooked  enriched  without added salt, Spaghetti sauce with added vegetables"
"58146303","Pasta with tomato-based sauce, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese","Pasta  cooked  enriched  without added salt, Spaghetti sauce with added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146331","Pasta with tomato-based sauce, meat, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese","Pasta  cooked  enriched  without added salt, Spaghetti sauce with meat and added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146332","Pasta with tomato-based sauce, meat, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese","Pasta  cooked  enriched  without added salt, Spaghetti sauce with meat and added vegetables"
"58146333","Pasta with tomato-based sauce, meat, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese","Pasta  cooked  enriched  without added salt, Spaghetti sauce with meat and added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146351","Pasta with tomato-based sauce, poultry, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese","Pasta  cooked  enriched  without added salt, Spaghetti sauce with poultry and added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146352","Pasta with tomato-based sauce, poultry, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese","Pasta  cooked  enriched  without added salt, Spaghetti sauce with poultry and added vegetables"
"58146353","Pasta with tomato-based sauce, poultry, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese","Pasta  cooked  enriched  without added salt, Spaghetti sauce with poultry and added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146371","Pasta with tomato-based sauce, seafood, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese","Pasta  cooked  enriched  without added salt, Spaghetti sauce with seafood and added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146372","Pasta with tomato-based sauce, seafood, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese","Pasta  cooked  enriched  without added salt, Spaghetti sauce with seafood and added vegetables"
"58146373","Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese","Pasta  cooked  enriched  without added salt, Spaghetti sauce with seafood and added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146391","Pasta with cream sauce and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese","Pasta  cooked  enriched  without added salt, Alfredo sauce with added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146392","Pasta with cream sauce and added vegetables, from home recipe","Pasta mixed dishes, excludes macaroni and cheese","Pasta  cooked  enriched  without added salt, Alfredo sauce with added vegetables"
"58146393","Pasta with cream sauce and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese","Pasta  cooked  enriched  without added salt, Alfredo sauce with added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146411","Pasta with cream sauce, meat, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese","Pasta  cooked  enriched  without added salt, Alfredo sauce with meat and added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146412","Pasta with cream sauce, meat, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese","Pasta  cooked  enriched  without added salt, Alfredo sauce with meat and added vegetables"
"58146413","Pasta with cream sauce, meat, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese","Pasta  cooked  enriched  without added salt, Alfredo sauce with meat and added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146431","Pasta with cream sauce, poultry, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese","Pasta  cooked  enriched  without added salt, Alfredo sauce with poultry and added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146432","Pasta with cream sauce, poultry, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese","Pasta  cooked  enriched  without added salt, Alfredo sauce with poultry and added vegetables"
"58146433","Pasta with cream sauce, poultry, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese","Pasta  cooked  enriched  without added salt, Alfredo sauce with poultry and added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146451","Pasta with cream sauce, seafood, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese","Pasta  cooked  enriched  without added salt, Alfredo sauce with seafood and added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146452","Pasta with cream sauce, seafood, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese","Pasta  cooked  enriched  without added salt, Alfredo sauce with seafood and added vegetables"
"58146453","Pasta with cream sauce, seafood, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese","Pasta  cooked  enriched  without added salt, Alfredo sauce with seafood and added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146611","Pasta, whole grain, with tomato-based sauce and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese","Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program), Spaghetti sauce with added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146612","Pasta, whole grain, with tomato-based sauce and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese","Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program), Spaghetti sauce with added vegetables"
"58146613","Pasta, whole grain, with tomato-based sauce and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese","Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program), Spaghetti sauce with added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146631","Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese","Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program), Spaghetti sauce with meat and added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146632","Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese","Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program), Spaghetti sauce with meat and added vegetables"
"58146633","Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese","Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program), Spaghetti sauce with meat and added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146651","Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese","Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program), Spaghetti sauce with poultry and added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146652","Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese","Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program), Spaghetti sauce with poultry and added vegetables"
"58146653","Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese","Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program), Spaghetti sauce with poultry and added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146671","Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese","Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program), Spaghetti sauce with seafood and added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146672","Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese","Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program), Spaghetti sauce with seafood and added vegetables"
"58146673","Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese","Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program), Spaghetti sauce with seafood and added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146691","Pasta, whole grain, with cream sauce, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese","Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program), Alfredo sauce with added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146692","Pasta, whole grain, with cream sauce, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese","Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program), Alfredo sauce with added vegetables"
"58146693","Pasta, whole grain, with cream sauce, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese","Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program), Alfredo sauce with added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146711","Pasta, whole grain, with cream sauce, meat, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese","Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program), Alfredo sauce with meat and added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146712","Pasta, whole grain, with cream sauce, meat, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese","Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program), Alfredo sauce with meat and added vegetables"
"58146713","Pasta, whole grain, with cream sauce, meat, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese","Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program), Alfredo sauce with meat and added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146731","Pasta, whole grain, with cream sauce, poultry, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese","Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program), Alfredo sauce with poultry and added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146732","Pasta, whole grain, with cream sauce, poultry, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese","Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program), Alfredo sauce with poultry and added vegetables"
"58146733","Pasta, whole grain, with cream sauce, poultry, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese","Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program), Alfredo sauce with poultry and added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146751","Pasta, whole grain, with cream sauce, seafood, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese","Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program), Alfredo sauce with seafood and added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58146752","Pasta, whole grain, with cream sauce, seafood, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese","Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program), Alfredo sauce with seafood and added vegetables"
"58146753","Pasta, whole grain, with cream sauce, seafood, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese","Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program), Alfredo sauce with seafood and added vegetables, Vegetable oil  NFS, Salt  table  iodized"
"58151230","Sushi roll, vegetable","Egg rolls, dumplings, sushi","Rice  white  glutinous  unenriched  cooked, Vinegar  distilled, Sugars  granulated, Salt  table  iodized, Seaweed  laver  raw, Avocados  raw  all commercial varieties, Cucumber  with peel  raw"
"58157310","Congee, with meat, poultry, and/or seafood, and vegetables","Rice mixed dishes","Beef  round  top round steak  separable lean and fat  trimmed to 1/8"" fat  all grades  cooked  broiled, Chicken  NS as to part  rotisserie  skin not eaten, Fish  cod  Pacific  cooked  dry heat (may contain additives to retain moisture), Beverages  water  tap  drinking, Salt  table  iodized, Rice  white  long-grain  regular  enriched  cooked, Mushrooms  white  cooked  boiled  drained  without salt, Broccoli  chinese  raw"
"58157320","Congee, with vegetables","Rice mixed dishes","Beverages  water  tap  drinking, Salt  table  iodized, Rice  white  long-grain  regular  enriched  cooked, Mushrooms  shiitake  cooked  without salt, Broccoli  chinese  raw"
"58160000","Biryani with vegetables","Rice mixed dishes","Rice  white  long-grain  regular  raw  enriched, Butter  salted, Beverages  water  tap  drinking, Onions  raw, Spices  cinnamon  ground, Spices  cumin seed, Spices  turmeric  ground, Carrots  raw, Potatoes  flesh and skin  raw, Peas  green  raw, Tomatoes  red  ripe  raw  year round average, Salt  table  iodized"
"58160550","Rice, white, with dark green vegetables, NS as to fat","Rice mixed dishes","Rice  white  long-grain  regular  enriched  cooked, Broccoli  cooked  as ingredient, Vegetable oil  NFS, Salt  table  iodized"
"58160560","Rice, white, with dark green vegetables, no added fat","Rice mixed dishes","Rice  white  long-grain  regular  enriched  cooked, Broccoli  cooked  as ingredient, Salt  table  iodized"
"58160570","Rice, white, with dark green vegetables, fat added","Rice mixed dishes","Rice  white  long-grain  regular  enriched  cooked, Broccoli  cooked  as ingredient, Vegetable oil  NFS, Salt  table  iodized"
"58160610","Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, NS as to fat","Rice mixed dishes","Rice  white  long-grain  regular  enriched  cooked, Broccoli  cooked  as ingredient, Tomatoes  red  ripe  canned  packed in tomato juice, Vegetable oil  NFS, Salt  table  iodized"
"58160620","Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, no added fat","Rice mixed dishes","Rice  white  long-grain  regular  enriched  cooked, Broccoli  cooked  as ingredient, Tomatoes  red  ripe  canned  packed in tomato juice, Salt  table  iodized"
"58160630","Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, fat added","Rice mixed dishes","Rice  white  long-grain  regular  enriched  cooked, Broccoli  cooked  as ingredient, Tomatoes  red  ripe  canned  packed in tomato juice, Vegetable oil  NFS, Salt  table  iodized"
"58160640","Rice, white, with carrots and dark green vegetables, NS as to fat","Rice mixed dishes","Rice  white  long-grain  regular  enriched  cooked, Carrots  cooked  boiled  drained  without salt, Broccoli  cooked  as ingredient, Vegetable oil  NFS, Salt  table  iodized"
"58160650","Rice, white, with carrots and dark green vegetables, no added fat","Rice mixed dishes","Rice  white  long-grain  regular  enriched  cooked, Carrots  cooked  boiled  drained  without salt, Broccoli  cooked  as ingredient, Salt  table  iodized"
"58160660","Rice, white, with carrots and dark green vegetables, fat added","Rice mixed dishes","Rice  white  long-grain  regular  enriched  cooked, Carrots  cooked  boiled  drained  without salt, Broccoli  cooked  as ingredient, Vegetable oil  NFS, Salt  table  iodized"
"58160670","Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, NS as to fat","Rice mixed dishes","Rice  white  long-grain  regular  enriched  cooked, Carrots  cooked  boiled  drained  without salt, Broccoli  cooked  as ingredient, Tomatoes  red  ripe  canned  packed in tomato juice, Vegetable oil  NFS, Salt  table  iodized"
"58160680","Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, no added fat","Rice mixed dishes","Rice  white  long-grain  regular  enriched  cooked, Carrots  cooked  boiled  drained  without salt, Broccoli  cooked  as ingredient, Tomatoes  red  ripe  canned  packed in tomato juice, Salt  table  iodized"
"58160690","Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, fat added","Rice mixed dishes","Rice  white  long-grain  regular  enriched  cooked, Carrots  cooked  boiled  drained  without salt, Broccoli  cooked  as ingredient, Tomatoes  red  ripe  canned  packed in tomato juice, Vegetable oil  NFS, Salt  table  iodized"
"58160700","Rice, white, with other vegetables, NS as to fat","Rice mixed dishes","Rice  white  with other vegetables  fat added"
"58160710","Rice, white, with other vegetables, no added fat","Rice mixed dishes","Rice  white  long-grain  regular  enriched  cooked, Green beans  cooked  as ingredient, Peppers  sweet  green  cooked  boiled  drained  without salt, Onions  cooked  boiled  drained  without salt, Salt  table  iodized"
"58160720","Rice, white, with other vegetables, fat added","Rice mixed dishes","Rice  white  long-grain  regular  enriched  cooked, Green beans  cooked  as ingredient, Green pepper  cooked  as ingredient, Onions  cooked  as ingredient, Vegetable oil  NFS, Salt  table  iodized"
"58161470","Rice, brown, with dark green vegetables, NS as to fat","Rice mixed dishes","Rice  brown  long-grain  cooked (Includes foods for USDA's Food Distribution Program), Broccoli  cooked  as ingredient, Vegetable oil  NFS, Salt  table  iodized"
"58161472","Rice, brown, with dark green vegetables, no added fat","Rice mixed dishes","Rice  brown  long-grain  cooked (Includes foods for USDA's Food Distribution Program), Broccoli  cooked  as ingredient, Salt  table  iodized"
"58161474","Rice, brown, with dark green vegetables, fat added","Rice mixed dishes","Rice  brown  long-grain  cooked (Includes foods for USDA's Food Distribution Program), Broccoli  cooked  as ingredient, Vegetable oil  NFS, Salt  table  iodized"
"58161490","Rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, NS as to fat","Rice mixed dishes","Rice  brown  long-grain  cooked (Includes foods for USDA's Food Distribution Program), Broccoli  cooked  as ingredient, Tomatoes  red  ripe  canned  packed in tomato juice, Vegetable oil  NFS, Salt  table  iodized"
"58161492","Rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, no added fat","Rice mixed dishes","Rice  brown  long-grain  cooked (Includes foods for USDA's Food Distribution Program), Broccoli  cooked  as ingredient, Tomatoes  red  ripe  canned  packed in tomato juice, Salt  table  iodized"
"58161494","Rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, fat added","Rice mixed dishes","Rice  brown  long-grain  cooked (Includes foods for USDA's Food Distribution Program), Broccoli  cooked  as ingredient, Tomatoes  red  ripe  canned  packed in tomato juice, Vegetable oil  NFS, Salt  table  iodized"
"58161500","Rice, brown, with carrots and dark green vegetables, NS as to fat","Rice mixed dishes","Rice  brown  long-grain  cooked (Includes foods for USDA's Food Distribution Program), Carrots  cooked  boiled  drained  without salt, Broccoli  cooked  as ingredient, Vegetable oil  NFS, Salt  table  iodized"
"58161502","Rice, brown, with carrots and dark green vegetables, no added fat","Rice mixed dishes","Rice  brown  long-grain  cooked (Includes foods for USDA's Food Distribution Program), Carrots  cooked  boiled  drained  without salt, Broccoli  cooked  as ingredient, Salt  table  iodized"
"58161504","Rice, brown, with carrots and dark green vegetables, fat added","Rice mixed dishes","Rice  brown  long-grain  cooked (Includes foods for USDA's Food Distribution Program), Carrots  cooked  boiled  drained  without salt, Broccoli  cooked  as ingredient, Vegetable oil  NFS, Salt  table  iodized"
"58161520","Rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, NS as to fat","Rice mixed dishes","Rice  brown  long-grain  cooked (Includes foods for USDA's Food Distribution Program), Carrots  cooked  boiled  drained  without salt, Broccoli  cooked  as ingredient, Tomatoes  red  ripe  canned  packed in tomato juice, Vegetable oil  NFS, Salt  table  iodized"
"58161522","Rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, no added fat","Rice mixed dishes","Rice  brown  long-grain  cooked (Includes foods for USDA's Food Distribution Program), Carrots  cooked  boiled  drained  without salt, Broccoli  cooked  as ingredient, Tomatoes  red  ripe  canned  packed in tomato juice, Salt  table  iodized"
"58161524","Rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, fat added","Rice mixed dishes","Rice  brown  long-grain  cooked (Includes foods for USDA's Food Distribution Program), Carrots  cooked  boiled  drained  without salt, Broccoli  cooked  as ingredient, Tomatoes  red  ripe  canned  packed in tomato juice, Vegetable oil  NFS, Salt  table  iodized"
"58161530","Rice, brown, with other vegetables, NS as to fat","Rice mixed dishes","Rice  brown  long-grain  cooked (Includes foods for USDA's Food Distribution Program), Green beans  cooked  as ingredient, Peppers  sweet  green  cooked  boiled  drained  without salt, Onions  cooked  boiled  drained  without salt, Vegetable oil  NFS, Salt  table  iodized"
"58161532","Rice, brown, with other vegetables, no added fat","Rice mixed dishes","Rice  brown  long-grain  cooked (Includes foods for USDA's Food Distribution Program), Green beans  cooked  as ingredient, Peppers  sweet  green  cooked  boiled  drained  without salt, Onions  cooked  boiled  drained  without salt, Salt  table  iodized"
"58161534","Rice, brown, with other vegetables, fat added","Rice mixed dishes","Rice  brown  long-grain  cooked (Includes foods for USDA's Food Distribution Program), Green beans  cooked  as ingredient, Peppers  sweet  green  cooked  boiled  drained  without salt, Onions  cooked  boiled  drained  without salt, Vegetable oil  NFS, Salt  table  iodized"
"58165000","Rice, white, with vegetables, cheese and/or cream based sauce, NS as to fat","Rice mixed dishes","Rice  white  long-grain  regular  enriched  cooked, Salt  table  iodized, Vegetables  mixed  frozen  cooked  boiled  drained  without salt, Cheese sauce  prepared from recipe, Vegetable oil  NFS"
"58165010","Rice, white, with vegetables, cheese and/or cream based sauce, no added fat","Rice mixed dishes","Rice  white  long-grain  regular  enriched  cooked, Salt  table  iodized, Vegetables  mixed  frozen  cooked  boiled  drained  without salt, Cheese sauce  prepared from recipe"
"58165020","Rice, white, with vegetables, cheese and/or cream based sauce, fat added","Rice mixed dishes","Rice  white  long-grain  regular  enriched  cooked, Salt  table  iodized, Vegetables  mixed  frozen  cooked  boiled  drained  without salt, Cheese sauce  prepared from recipe, Vegetable oil  NFS"
"58165030","Rice, white, with vegetables and gravy, NS as to fat","Rice mixed dishes","Rice  white  long-grain  regular  enriched  cooked, Gravy  chicken  canned or bottled  ready-to-serve, Vegetables  mixed  frozen  cooked  boiled  drained  without salt, Vegetable oil  NFS, Salt  table  iodized"
"58165040","Rice, white, with vegetables and gravy, no added fat","Rice mixed dishes","Rice  white  long-grain  regular  enriched  cooked, Gravy  chicken  canned or bottled  ready-to-serve, Vegetables  mixed  frozen  cooked  boiled  drained  without salt, Salt  table  iodized"
"58165050","Rice, white, with vegetables and gravy, fat added","Rice mixed dishes","Rice  white  long-grain  regular  enriched  cooked, Gravy  chicken  canned or bottled  ready-to-serve, Vegetables  mixed  frozen  cooked  boiled  drained  without salt, Vegetable oil  NFS, Salt  table  iodized"
"58165060","Rice, white, with vegetables, soy-based sauce, NS as to fat","Fried rice and lo/chow mein","Rice  white  long-grain  regular  enriched  cooked, Gravy  made with soy sauce, Vegetables  mixed  frozen  cooked  boiled  drained  without salt, Vegetable oil  NFS, Salt  table  iodized"
"58165070","Rice, white, with vegetables, soy-based sauce, no added fat","Fried rice and lo/chow mein","Rice  white  long-grain  regular  enriched  cooked, Gravy  made with soy sauce, Vegetables  mixed  frozen  cooked  boiled  drained  without salt, Salt  table  iodized"
"58165080","Rice, white, with vegetables, soy-based sauce, fat added","Fried rice and lo/chow mein","Rice  white  long-grain  regular  enriched  cooked, Gravy  made with soy sauce, Vegetables  mixed  frozen  cooked  boiled  drained  without salt, Vegetable oil  NFS, Salt  table  iodized"
"58165400","Rice, brown, with vegetables, cheese and/or cream based sauce, NS as to fat","Rice mixed dishes","Rice  brown  long-grain  cooked (Includes foods for USDA's Food Distribution Program), Salt  table  iodized, Vegetables  mixed  frozen  cooked  boiled  drained  without salt, Cheese sauce  prepared from recipe, Vegetable oil  NFS"
"58165410","Rice, brown, with vegetables, cheese and/or cream based sauce, no added fat","Rice mixed dishes","Rice  brown  long-grain  cooked (Includes foods for USDA's Food Distribution Program), Salt  table  iodized, Vegetables  mixed  frozen  cooked  boiled  drained  without salt, Cheese sauce  prepared from recipe"
"58165420","Rice, brown, with vegetables, cheese and/or cream based sauce, fat added","Rice mixed dishes","Rice  brown  long-grain  cooked (Includes foods for USDA's Food Distribution Program), Salt  table  iodized, Vegetables  mixed  frozen  cooked  boiled  drained  without salt, Cheese sauce  prepared from recipe, Vegetable oil  NFS"
"58165430","Rice, brown, with vegetables and gravy, NS as to fat","Rice mixed dishes","Rice  brown  long-grain  cooked (Includes foods for USDA's Food Distribution Program), Gravy  chicken  canned or bottled  ready-to-serve, Vegetables  mixed  frozen  cooked  boiled  drained  without salt, Vegetable oil  NFS, Salt  table  iodized"
"58165440","Rice, brown, with vegetables and gravy, no added fat","Rice mixed dishes","Rice  brown  long-grain  cooked (Includes foods for USDA's Food Distribution Program), Gravy  chicken  canned or bottled  ready-to-serve, Vegetables  mixed  frozen  cooked  boiled  drained  without salt, Salt  table  iodized"
"58165450","Rice, brown, with vegetables and gravy, fat added","Rice mixed dishes","Rice  brown  long-grain  cooked (Includes foods for USDA's Food Distribution Program), Gravy  chicken  canned or bottled  ready-to-serve, Vegetables  mixed  frozen  cooked  boiled  drained  without salt, Vegetable oil  NFS, Salt  table  iodized"
"58165460","Rice, brown, with vegetables, soy-based sauce, NS as to fat","Fried rice and lo/chow mein","Rice  brown  long-grain  cooked (Includes foods for USDA's Food Distribution Program), Gravy  made with soy sauce, Vegetables  mixed  frozen  cooked  boiled  drained  without salt, Vegetable oil  NFS, Salt  table  iodized"
"58165470","Rice, brown, with vegetables, soy-based sauce, no added fat","Fried rice and lo/chow mein","Rice  brown  long-grain  cooked (Includes foods for USDA's Food Distribution Program), Gravy  made with soy sauce, Vegetables  mixed  frozen  cooked  boiled  drained  without salt, Salt  table  iodized"
"58165480","Rice, brown, with vegetables, soy-based sauce, fat added","Fried rice and lo/chow mein","Rice  brown  long-grain  cooked (Includes foods for USDA's Food Distribution Program), Gravy  made with soy sauce, Vegetables  mixed  frozen  cooked  boiled  drained  without salt, Vegetable oil  NFS, Salt  table  iodized"
"58200250","Wrap sandwich, filled with vegetables","Other sandwiches (single code)","Tortillas  ready-to-bake or -fry  flour  refrigerated, Lettuce  iceberg (includes crisphead types)  raw, Tomatoes  red  ripe  raw  year round average, Peppers  sweet  green  raw, Mushrooms  white  raw, Carrots  raw, Cabbage  red  raw, Cucumber  with peel  raw, Cheese  cream"
"75143050","Lettuce, salad with assorted vegetables excluding tomatoes and carrots, no dressing","Lettuce and lettuce salads","Mixed salad greens  raw, Onions  raw, Cucumber  with peel  raw, Celery  raw, Peppers  sweet  green  raw, Mushrooms  white  raw"
"75515100","Vegetables, pickled","Olives, pickles, pickled vegetables","Cauliflower  raw, Peppers  sweet  red  raw, Carrots  raw, Celery  raw, Vinegar  distilled, Beverages  water  tap  municipal, Sugars  granulated, Salt  table  iodized"
"58301110","Vegetable lasagna, frozen meal","Pasta mixed dishes, excludes macaroni and cheese","Broccoli  cooked  as ingredient, Pasta  cooked  enriched  without added salt, Mushrooms  white  cooked  boiled  drained  without salt, Cream  fluid  light (coffee cream or table cream), Milk  nonfat  fluid  without added vitamin A and vitamin D (fat free or skim), Carrots  cooked  boiled  drained  without salt, Tomatoes  cooked  as ingredient, Cheese  parmesan  grated, Beverages  water  tap  municipal, Summer squash  cooked  as ingredient, Eggplant  cooked  as ingredient, Peppers  sweet  green  cooked  boiled  drained  without salt, Onions  cooked  boiled  drained  without salt, Margarine  regular  80% fat  composite  stick  with salt, Spinach  cooked  as ingredient, Tomato products  canned  puree  without salt added, Cheese  ricotta  whole milk, Vegetable oil  NFS, Cornstarch, Oil  canola, Wheat flour  white  all-purpose  enriched  bleached, Cheese  mozzarella  low moisture  part-skim, Salt  table  iodized"
